,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
117,High Point,33,23,10,.697,-2.47,-4.61,,13,5,,12,2,,9,7,,72.9,67.6,,41.5,26.1,55.0,.475,6.24,16.2,.385,14.5,19.7,.735,9.79,32.9,14.8,6.24,2.85,11.4,15.6
118,Hofstra,34,20,14,.588,3.78,-4.46,,10,8,,8,7,,10,6,,78.5,70.2,,40.3,26.5,59.2,.448,8.91,24.6,.362,16.5,23.6,.700,11.8,36.5,15.4,7.47,2.65,11.1,19.1
119,Holy Cross,30,14,16,.467,-6.23,-3.82,,8,10,,10,4,,3,12,,66.0,67.3,,40.7,23.1,54.8,.421,6.30,18.6,.339,13.5,18.9,.715,10.2,31.0,11.1,7.60,4.77,10.9,19.4
120,Houston Baptist,28,12,16,.429,-13.18,-5.63,,7,11,,10,3,,2,13,,72.4,73.7,,40.2,26.0,57.0,.456,4.61,14.3,.323,15.8,21.8,.725,13.1,37.9,12.4,5.93,4.11,15.3,20.9
121,Houston,32,13,19,.406,-2.06,-0.91,,4,14,,9,8,,2,9,,64.4,65.5,,40.6,22.0,56.1,.393,8.09,25.3,.320,12.2,18.0,.680,12.6,35.3,11.8,5.75,3.78,13.3,17.7
122,Howard,32,16,16,.500,-9.89,-7.86,,10,6,,9,3,,7,12,,63.5,62.6,,40.6,21.7,50.7,.429,4.66,15.7,.297,15.4,22.0,.699,11.0,34.7,8.44,7.56,4.06,16.2,18.6
123,Idaho State,30,7,23,.233,-11.52,-5.45,,4,14,,6,7,,1,14,,64.6,69.2,,40.2,23.3,52.9,.440,4.93,14.0,.352,13.0,20.0,.651,10.1,32.4,11.2,6.90,2.57,11.8,17.5
124,Idaho,30,13,17,.433,-5.75,-4.79,,8,10,,11,3,,2,12,,76.7,75.6,,40.7,26.8,57.5,.466,7.87,19.1,.413,15.2,21.4,.709,10.4,36.2,13.5,4.67,1.90,12.0,21.1
125,Illinois-Chicago,34,10,24,.294,-7.86,-0.36,,4,12,,7,9,,2,11,,64.7,70.3,,40.1,21.3,55.0,.387,6.00,18.5,.324,16.1,21.9,.737,11.5,33.6,12.1,6.03,2.71,11.0,17.9
126,Illinois State,35,22,13,.629,7.96,2.87,,11,7,,11,5,,7,6,,68.1,62.0,,40.4,24.2,55.6,.435,6.06,17.6,.345,13.7,19.3,.714,12.5,35.9,11.7,7.26,4.34,12.8,18.9
127,Illinois,33,19,14,.576,12.42,6.93,,9,9,,14,3,,2,9,,69.1,63.6,,40.3,23.8,57.7,.413,7.21,20.3,.355,14.3,18.0,.794,10.6,34.4,11.8,6.30,3.18,9.94,17.5
128,Incarnate Word,29,18,11,.621,-6.15,-6.47,,10,8,,11,3,,7,8,,79.2,75.2,,41.0,26.7,56.8,.469,7.03,19.0,.371,18.9,25.8,.734,9.21,33.4,13.2,7.90,4.41,11.3,18.6
129,Indiana State,31,15,16,.484,-0.49,1.21,,11,7,,10,6,,5,7,,66.5,67.8,,40.8,22.0,51.6,.425,7.26,20.4,.357,15.3,21.7,.702,8.74,32.5,12.8,5.65,3.16,14.1,18.1
130,Indiana NCAA,34,20,14,.588,12.94,7.20,,9,9,,15,4,,3,6,,77.4,71.7,,40.1,27.1,58.5,.464,9.38,23.1,.406,13.8,19.1,.719,12.0,36.0,13.9,5.00,3.18,11.5,17.8
131,Iona,35,26,9,.743,3.71,-2.52,,17,3,,13,0,,10,8,,79.5,73.3,,40.1,27.1,58.6,.463,9.83,24.8,.396,15.4,21.9,.701,9.94,36.0,16.4,6.46,3.86,12.2,17.3
132,Iowa State NCAA,34,25,9,.735,17.94,9.15,,12,6,,15,1,,6,5,,77.8,69.0,,40.0,27.6,58.0,.476,7.74,21.4,.362,14.8,21.2,.696,9.50,35.9,16.1,6.41,3.91,11.0,15.5
133,Iowa NCAA,34,22,12,.647,15.83,8.39,,12,6,,14,4,,7,4,,69.8,62.3,,40.3,24.1,56.0,.431,5.65,16.9,.333,15.8,21.3,.744,12.4,37.5,14.2,6.41,4.65,11.1,15.8
134,Purdue-Fort Wayne,31,16,15,.516,-3.13,-3.41,,9,7,,10,5,,6,9,,70.0,67.1,,40.0,24.3,51.7,.470,7.13,20.0,.357,14.3,20.8,.685,7.81,32.3,14.3,5.74,2.97,11.8,16.2
135,IUPUI,31,10,21,.323,-8.28,-1.93,,6,10,,5,8,,5,12,,60.7,67.1,,41.1,22.3,52.4,.426,4.06,13.7,.296,12.0,17.2,.701,10.3,32.5,11.2,7.03,2.10,15.5,20.5
136,Jackson State,32,11,21,.344,-12.36,-9.52,,9,9,,6,6,,5,14,,60.7,63.5,,40.3,21.9,56.6,.387,4.78,17.4,.274,12.1,18.7,.647,14.4,37.1,10.1,6.34,2.53,14.3,21.7
137,Jacksonville State,31,12,19,.387,-12.65,-4.52,,5,11,,11,3,,1,16,,62.5,68.6,,40.5,20.9,54.8,.381,5.77,19.3,.299,15.0,21.0,.716,11.2,33.6,12.0,6.16,4.16,12.2,19.5
138,Jacksonville,32,10,22,.313,-16.70,-6.46,,4,10,,8,7,,2,15,,64.3,72.0,,40.6,21.9,53.4,.410,6.34,17.7,.359,14.2,21.4,.661,9.91,31.5,10.7,6.47,2.47,12.3,18.1
139,James Madison,33,19,14,.576,-2.65,-1.53,,12,6,,12,7,,7,6,,67.2,68.3,,40.2,22.7,50.3,.451,6.91,18.6,.372,14.9,21.2,.704,9.06,32.3,12.7,6.42,2.36,13.1,16.1
140,Kansas State,32,15,17,.469,8.48,9.29,,8,10,,13,4,,1,10,,63.0,63.8,,40.2,21.6,49.8,.433,4.41,13.2,.335,15.5,22.9,.676,10.6,31.7,13.0,6.09,2.31,13.3,20.0
141,Kansas NCAA,36,27,9,.750,18.47,12.13,,13,5,,15,0,,5,5,,71.1,64.8,,40.1,24.1,54.9,.440,5.92,15.6,.379,16.9,23.4,.724,11.8,37.9,13.2,6.58,4.86,12.9,17.8
142,Kennesaw State,32,10,22,.313,-17.33,-5.10,,4,10,,6,8,,3,14,,63.3,73.8,,40.0,22.4,55.5,.404,6.69,20.7,.324,11.8,16.2,.732,10.7,34.2,10.3,5.41,3.44,14.2,17.7
143,Kent State,35,23,12,.657,2.04,-0.94,,12,6,,11,4,,10,6,,66.1,62.9,,40.6,22.8,53.4,.427,7.14,19.8,.361,13.4,20.4,.658,11.6,34.9,10.5,5.06,3.80,11.2,18.4
144,Kentucky NCAA,39,38,1,.974,28.72,8.67,,18,0,,19,0,,10,0,,74.4,54.3,,40.4,25.8,55.1,.468,5.21,14.9,.349,17.6,24.2,.726,12.6,38.0,14.2,6.49,6.87,10.5,17.1
145,La Salle,33,17,16,.515,4.85,3.91,,8,10,,10,5,,6,7,,63.2,62.3,,40.6,22.4,53.2,.420,5.03,15.7,.321,13.5,19.4,.694,10.1,34.1,12.1,6.39,3.64,13.0,17.6
146,Lafayette NCAA,33,20,13,.606,-3.37,-3.12,,9,9,,11,5,,9,7,,73.5,73.0,,40.2,26.4,54.5,.485,7.91,19.4,.408,12.8,16.6,.767,8.55,30.8,15.6,5.48,2.52,11.1,15.6
147,Lamar,30,15,15,.500,-9.75,-5.29,,9,9,,12,2,,2,13,,71.5,71.1,,40.2,25.0,55.3,.452,5.63,17.7,.318,15.9,23.4,.680,12.5,35.4,13.1,7.47,3.83,15.5,20.8
148,Lehigh,30,16,14,.533,-3.00,-3.55,,10,8,,8,6,,8,7,,68.1,66.7,,40.5,24.1,54.7,.441,5.47,15.8,.345,14.3,19.8,.725,9.80,36.2,14.3,5.60,3.23,13.1,17.7
149,Liberty,32,8,24,.250,-16.01,-6.44,,2,16,,8,8,,0,13,,63.9,69.4,,40.2,22.4,51.8,.432,4.81,14.8,.326,14.3,20.3,.703,10.7,35.4,11.2,5.47,2.69,16.3,18.8
150,Lipscomb,31,14,17,.452,-10.82,-5.15,,7,7,,10,3,,4,14,,72.0,74.9,,40.5,23.9,57.1,.419,8.16,24.8,.329,16.0,23.1,.695,11.1,35.9,13.9,5.65,1.97,13.3,21.4
151,Long Beach State,33,16,17,.485,1.64,4.16,,10,6,,10,2,,4,13,,66.3,67.3,,40.3,23.1,54.8,.421,6.97,20.4,.342,13.2,19.3,.683,11.2,34.1,11.2,6.55,2.36,13.5,19.3
152,Long Island University,30,12,18,.400,-9.09,-5.32,,8,10,,5,6,,6,9,,67.4,71.2,,41.0,22.6,57.5,.392,6.50,20.0,.324,15.8,22.9,.689,12.3,37.4,11.5,5.70,2.50,13.7,20.2
153,Longwood,34,11,23,.324,-12.96,-5.53,,5,13,,6,7,,2,14,,68.0,73.3,,40.6,23.8,55.9,.426,8.09,21.9,.369,12.3,17.1,.721,9.53,31.5,11.7,7.94,3.12,14.4,19.7
154,Louisiana,36,22,14,.611,0.82,-3.61,,13,7,,12,4,,8,8,,77.5,70.0,,40.3,27.1,59.0,.459,6.67,18.6,.358,16.6,23.6,.706,12.6,39.5,14.7,6.64,4.03,14.6,18.5
155,Louisiana-Monroe,38,24,14,.632,-1.99,-2.88,,14,6,,14,4,,9,7,,64.6,60.5,,40.5,24.3,56.9,.427,5.05,16.7,.303,10.9,15.3,.714,11.5,36.8,13.1,5.18,4.03,11.6,15.2
156,Louisiana State NCAA,33,22,11,.667,11.39,5.63,,11,7,,13,4,,8,3,,73.4,67.7,,40.9,27.0,59.5,.455,5.73,16.9,.339,13.6,19.9,.684,12.2,39.2,15.6,7.27,6.18,14.4,15.6
157,Louisiana Tech,36,27,9,.750,5.75,-1.34,,15,3,,17,0,,9,8,,73.1,65.6,,40.3,26.3,58.7,.447,6.89,21.0,.328,13.7,19.9,.690,10.4,33.6,14.0,8.42,5.75,10.8,16.6
158,Louisville NCAA,36,27,9,.750,18.12,8.98,,12,6,,15,4,,7,3,,69.0,59.8,,40.3,24.4,56.9,.429,5.50,17.9,.307,14.7,22.0,.668,12.6,37.5,11.6,7.86,5.33,11.3,17.3
159,Loyola (IL),37,24,13,.649,2.35,0.46,,8,10,,13,6,,8,6,,62.8,60.4,,40.1,22.7,48.0,.474,6.05,15.4,.392,11.3,16.4,.688,7.86,29.1,13.2,6.49,2.27,12.6,15.4
160,Loyola Marymount,31,8,23,.258,-4.13,5.28,,4,14,,5,9,,2,11,,62.2,70.6,,40.3,21.9,52.3,.418,5.16,14.6,.354,13.3,18.7,.710,11.3,32.6,12.5,6.06,3.48,13.6,17.4
161,Loyola (MD),30,11,19,.367,-10.75,-3.38,,7,11,,7,6,,3,13,,58.8,66.2,,41.0,20.2,53.0,.382,4.93,15.2,.325,13.4,20.0,.671,11.5,34.9,9.67,5.53,3.07,12.9,19.8
162,Maine,30,3,27,.100,-17.80,-3.40,,2,14,,2,9,,1,17,,60.4,74.8,,40.3,21.6,53.3,.405,6.57,20.3,.323,10.7,14.7,.726,7.93,29.4,13.1,5.97,1.07,14.4,18.5
163,Manhattan NCAA,33,19,14,.576,-1.34,-3.34,,13,7,,9,2,,5,9,,69.7,67.7,,40.6,22.9,53.0,.432,6.52,19.4,.336,17.4,25.1,.691,10.5,32.3,13.9,8.00,2.79,14.6,23.0
164,Marist,32,7,25,.219,-10.55,-2.93,,5,15,,3,9,,2,13,,61.2,68.8,,40.0,20.3,50.9,.398,7.06,22.4,.315,13.5,19.3,.700,7.19,29.3,10.5,6.97,2.81,13.6,17.8
165,Marquette,32,13,19,.406,7.08,9.02,,4,14,,9,8,,1,9,,65.1,67.0,,40.3,23.2,53.1,.437,6.47,18.8,.344,12.3,19.0,.645,9.56,31.3,15.0,7.53,3.47,12.6,15.8
166,Marshall,32,11,21,.344,-6.45,-0.22,,7,11,,10,7,,1,12,,66.8,71.5,,40.2,23.1,57.5,.401,7.78,24.6,.316,12.9,19.9,.648,11.2,37.3,12.9,6.63,2.91,15.6,19.8
167,Maryland-Baltimore County,30,4,26,.133,-16.17,-5.14,,2,14,,2,11,,2,15,,56.1,67.1,,40.2,19.7,48.0,.410,5.10,15.6,.326,11.6,18.0,.644,7.50,30.1,11.3,6.57,3.00,15.6,15.8
168,Maryland-Eastern Shore,33,18,15,.545,-6.55,-6.94,,11,5,,7,3,,11,9,,67.5,67.2,,40.2,22.8,50.3,.453,6.45,16.9,.382,15.5,23.7,.656,11.5,33.3,13.5,7.52,1.42,15.3,19.9
169,Maryland NCAA,35,28,7,.800,13.32,7.63,,14,4,,18,1,,6,4,,69.1,63.4,,40.3,22.3,50.8,.440,7.37,19.6,.376,17.1,22.6,.756,8.97,34.9,10.7,4.83,4.31,12.3,16.7
170,Massachusetts-Lowell,29,12,17,.414,-11.21,-4.32,,6,10,,6,5,,6,12,,61.4,66.5,,40.5,21.0,51.1,.412,7.69,21.4,.359,11.6,17.5,.663,7.31,28.9,11.1,6.93,0.97,13.2,18.0
171,Massachusetts,32,17,15,.531,3.59,4.69,,10,8,,10,5,,5,8,,69.4,70.5,,40.3,24.1,55.8,.432,4.50,15.3,.295,16.6,23.6,.704,12.0,36.8,13.4,6.75,4.22,14.1,18.5
172,McNeese State,31,15,16,.484,-10.05,-5.42,,8,10,,11,5,,3,10,,69.5,71.3,,40.3,25.5,60.4,.423,6.23,20.0,.311,12.2,18.7,.651,13.3,36.1,13.2,7.19,4.68,10.7,17.0
173,Memphis,32,18,14,.563,7.15,2.90,,10,8,,12,6,,4,5,,67.3,63.1,,40.3,25.1,57.1,.439,5.19,15.8,.328,12.0,18.1,.666,12.8,37.3,14.4,7.00,6.50,13.3,18.3
174,Mercer,35,19,16,.543,-2.01,-4.10,,12,6,,12,4,,5,9,,66.7,62.7,,40.9,23.1,52.6,.439,6.06,17.5,.347,14.5,21.0,.688,11.0,34.0,13.4,6.40,2.57,10.8,16.0
175,Miami (FL),38,25,13,.658,12.00,7.05,,10,8,,12,6,,8,4,,68.2,63.3,,40.7,23.1,54.0,.428,7.68,21.5,.358,14.3,19.2,.746,9.92,34.7,12.8,5.50,3.32,10.1,15.6
176,Miami (OH),32,13,19,.406,-3.75,0.31,,8,10,,10,7,,3,10,,66.3,69.6,,40.6,23.1,52.5,.440,5.84,17.1,.342,14.3,20.1,.709,8.38,30.8,11.7,7.66,2.00,12.8,18.8
177,Michigan State NCAA,39,27,12,.692,17.46,10.00,,12,6,,12,4,,7,4,,71.1,63.6,,41.2,26.0,55.9,.465,7.54,19.6,.385,11.6,18.3,.632,11.2,37.4,16.6,5.21,4.51,11.3,18.9
178,Michigan,32,16,16,.500,9.56,9.59,,8,10,,12,6,,2,8,,64.7,64.0,,40.9,22.9,53.9,.426,7.81,21.8,.359,11.0,14.6,.754,8.34,30.2,11.9,5.44,1.78,9.56,14.2
179,Middle Tennessee,36,19,17,.528,0.21,-0.39,,9,9,,12,4,,4,10,,63.5,62.4,,41.0,21.5,51.9,.414,6.72,18.8,.359,13.8,19.7,.700,10.7,33.8,11.0,5.94,3.11,13.0,18.3
180,Milwaukee,30,14,16,.467,-4.85,0.15,,9,7,,10,4,,3,11,,65.4,69.2,,40.0,22.0,52.1,.421,7.03,20.8,.338,14.5,19.6,.737,8.80,32.7,12.9,5.23,2.77,12.7,17.3
181,Minnesota,33,18,15,.545,12.34,7.21,,6,12,,13,6,,3,7,,74.2,67.7,,40.3,27.0,58.3,.463,7.36,19.3,.381,12.9,19.2,.672,10.7,32.9,15.7,9.48,3.33,12.1,18.1
182,Mississippi State,32,13,19,.406,2.53,4.72,,6,12,,9,8,,3,8,,61.8,63.5,,40.0,20.9,48.7,.430,4.16,13.6,.306,15.8,22.7,.696,10.1,34.3,8.69,6.41,2.81,14.8,18.9
183,Mississippi Valley State,32,6,26,.188,-23.94,-7.78,,5,13,,3,6,,2,17,,63.9,80.1,,40.5,23.1,59.7,.386,4.91,16.2,.303,12.9,19.7,.654,11.9,32.9,10.6,7.53,1.16,15.0,18.4
184,Mississippi NCAA,34,21,13,.618,11.39,7.01,,11,7,,9,7,,8,4,,72.8,68.4,,40.3,24.9,58.9,.423,6.47,19.5,.332,16.4,21.3,.773,12.6,37.8,13.2,6.62,3.76,11.1,19.6
185,Kansas City,33,14,19,.424,-8.01,-5.07,,8,6,,9,4,,4,13,,65.6,66.7,,40.8,21.9,53.8,.407,6.55,19.7,.333,15.2,21.9,.693,11.3,31.4,11.4,8.06,3.36,13.4,19.3
186,Missouri State,31,11,20,.355,-4.92,1.67,,5,13,,8,6,,3,11,,59.7,64.2,,40.6,21.1,52.0,.406,5.10,16.5,.309,12.4,16.9,.731,10.2,32.5,11.2,5.16,3.23,12.2,17.7
187,Missouri,32,9,23,.281,1.13,9.26,,3,15,,8,8,,1,10,,60.5,67.9,,40.3,21.3,52.9,.403,6.13,18.6,.329,11.7,17.5,.666,10.2,32.8,10.7,5.59,2.81,13.0,19.5
188,Monmouth,33,18,15,.545,-2.18,-2.91,,13,7,,8,7,,9,7,,64.7,63.9,,40.5,22.1,51.6,.429,5.18,15.3,.338,15.2,21.1,.722,9.70,32.7,11.3,7.00,3.85,12.9,18.8
189,Montana State,30,7,23,.233,-12.91,-3.50,,4,14,,5,9,,2,14,,63.9,71.7,,40.0,22.1,55.5,.398,8.20,22.9,.358,11.6,16.1,.720,10.6,33.6,11.6,4.40,3.03,13.7,20.8
190,Montana,33,20,13,.606,-1.75,-3.78,,14,4,,13,4,,7,9,,71.1,67.2,,41.5,25.1,54.1,.464,8.30,22.3,.372,12.6,17.6,.718,8.94,32.0,14.1,6.61,2.55,11.8,19.2
191,Morehead State,34,17,17,.500,-0.66,-3.31,,10,6,,7,6,,7,9,,71.2,66.3,,40.3,25.1,56.8,.442,6.47,18.8,.344,14.4,20.1,.716,12.4,35.4,14.6,8.18,3.24,13.6,23.0
192,Morgan State,31,7,24,.226,-16.19,-6.48,,5,11,,5,5,,1,17,,61.2,70.9,,40.2,21.7,60.5,.359,5.26,18.5,.284,12.5,20.1,.625,15.1,35.4,10.1,5.65,2.87,10.7,18.7
193,Mount St. Mary's,30,15,15,.500,-6.14,-4.40,,11,7,,9,4,,5,11,,63.1,64.8,,40.8,22.1,54.8,.402,7.60,23.0,.330,11.4,16.7,.682,10.8,32.6,11.4,6.73,3.73,12.2,18.3
194,Murray State,35,29,6,.829,7.13,-2.81,,16,0,,15,1,,12,2,,79.0,67.6,,40.3,27.5,57.0,.482,7.51,19.4,.387,16.5,23.7,.697,12.1,36.9,15.5,7.23,3.23,11.7,18.5
195,Navy,32,13,19,.406,-7.87,-3.61,,8,10,,8,8,,4,10,,61.0,64.3,,40.0,22.5,51.2,.439,5.31,16.2,.328,10.8,16.0,.671,9.41,30.7,13.2,5.88,3.34,12.2,17.3
196,Omaha,29,12,17,.414,-7.18,-5.14,,5,11,,7,6,,5,11,,76.8,77.8,,40.3,26.4,59.4,.445,6.17,18.6,.332,17.7,25.4,.696,11.1,34.8,12.1,8.17,3.17,13.5,20.3
197,Nebraska,31,13,18,.419,5.90,7.58,,5,13,,10,6,,1,11,,61.5,63.1,,40.6,21.4,52.0,.412,5.19,18.3,.284,13.4,19.0,.707,8.94,33.0,10.2,6.19,2.90,12.5,18.7
198,Nevada-Las Vegas,33,18,15,.545,5.41,3.38,,8,10,,13,4,,4,8,,68.2,64.4,,40.4,24.5,55.0,.445,7.15,19.4,.369,12.1,18.2,.663,9.12,35.5,13.7,5.55,6.76,11.4,16.5
199,Nevada,31,9,22,.290,-6.03,1.08,,5,13,,7,8,,2,11,,60.5,66.5,,40.2,20.5,54.0,.381,3.58,13.5,.266,15.8,22.7,.696,14.7,39.4,9.61,5.45,4.16,14.1,19.5
200,New Hampshire,32,19,13,.594,-3.76,-6.29,,11,5,,12,3,,7,10,,67.1,61.7,,40.8,23.3,53.5,.436,7.22,19.3,.374,13.2,19.6,.675,9.44,36.7,11.4,5.22,2.16,12.3,19.0
201,New Mexico State NCAA,34,23,11,.676,3.71,-3.67,,13,1,,15,2,,6,8,,68.1,59.8,,40.3,23.8,51.4,.462,4.85,13.2,.367,15.7,22.7,.694,12.6,35.3,11.9,6.44,3.65,13.8,15.9
202,New Mexico,31,15,16,.484,2.80,1.03,,7,11,,10,5,,4,8,,62.0,60.2,,40.5,22.1,51.2,.432,4.77,15.5,.308,12.9,19.6,.658,10.7,34.9,12.8,5.74,4.48,12.6,17.4
203,New Orleans,29,11,18,.379,-11.86,-6.36,,6,12,,8,4,,2,13,,71.1,73.6,,40.3,24.3,55.3,.439,4.24,12.6,.336,18.3,26.6,.690,12.6,35.0,9.62,7.45,3.48,15.6,21.0
204,Niagara,30,8,22,.267,-9.27,-1.80,,7,13,,4,10,,4,10,,64.3,71.8,,40.3,21.4,53.6,.399,6.13,17.5,.351,15.3,22.1,.695,11.4,33.9,11.3,5.73,2.30,13.6,18.6
205,Nicholls State,29,10,19,.345,-15.84,-5.30,,7,11,,7,6,,3,12,,65.0,73.0,,40.3,22.8,52.1,.438,5.34,17.1,.313,13.9,22.2,.626,10.8,33.8,12.7,6.93,4.14,17.0,21.9
206,NJIT,33,21,12,.636,-3.21,-4.07,,0,0,,15,2,,6,10,,71.8,67.5,,40.0,24.5,53.6,.457,8.45,22.5,.376,14.3,20.6,.696,9.67,33.6,14.9,7.03,4.52,13.6,19.6
207,Norfolk State,34,20,14,.588,-4.66,-6.35,,12,4,,10,3,,7,10,,70.1,66.3,,40.6,25.0,53.0,.472,5.59,16.1,.346,14.6,22.1,.659,10.9,36.0,13.5,5.09,4.91,13.5,19.6
208,UNC Asheville,31,15,16,.484,-7.19,-5.65,,10,8,,8,6,,6,10,,72.3,70.4,,40.2,25.2,57.2,.440,7.52,21.0,.357,14.5,20.0,.725,11.4,36.1,13.6,7.35,4.65,14.1,19.2
209,North Carolina A&T,32,9,23,.281,-16.76,-8.02,,6,10,,7,5,,2,15,,58.9,66.0,,40.2,20.3,50.7,.400,4.91,17.3,.283,13.5,19.8,.681,11.4,33.3,9.28,5.31,3.97,15.1,18.6
210,North Carolina Central,33,25,8,.758,0.66,-8.67,,16,0,,12,0,,9,7,,69.0,55.2,,40.2,24.6,50.5,.487,6.64,18.0,.369,13.1,19.2,.685,9.45,34.0,14.0,6.64,4.06,12.5,19.3
211,UNC Greensboro,33,11,22,.333,-7.99,-4.36,,6,12,,6,10,,4,9,,69.4,70.8,,40.3,25.4,57.4,.442,6.55,18.1,.361,12.1,18.6,.649,11.0,34.5,12.1,6.24,3.30,12.5,21.5
212,NC State NCAA,36,22,14,.611,14.11,9.72,,10,8,,14,6,,5,5,,70.1,65.8,,40.3,24.9,57.1,.436,6.56,18.4,.357,13.9,20.2,.686,12.1,38.0,11.5,3.83,5.11,10.4,17.7
213,UNC Wilmington,32,18,14,.563,-2.53,-1.92,,12,6,,10,2,,7,11,,70.0,68.8,,40.5,25.3,57.3,.442,5.06,14.5,.348,14.3,21.2,.675,11.2,35.3,11.5,7.63,4.38,12.3,20.7
214,North Carolina NCAA,38,26,12,.684,20.63,11.76,,11,7,,10,5,,7,4,,77.7,68.8,,40.3,28.9,60.8,.476,4.84,13.5,.358,15.0,21.4,.701,13.8,40.6,17.4,6.61,4.21,12.7,19.4
215,North Dakota State NCAA,33,23,10,.697,-1.72,-3.63,,12,4,,14,0,,5,8,,64.9,62.3,,40.5,22.5,51.9,.434,6.97,18.2,.383,12.9,18.6,.692,8.30,33.3,9.55,4.73,3.73,9.85,15.3
216,North Dakota,30,8,22,.267,-12.16,-3.73,,4,14,,3,9,,4,12,,67.7,73.4,,40.4,23.8,54.6,.436,6.00,18.1,.331,14.2,20.9,.678,8.67,32.0,11.8,6.30,3.13,12.4,21.3
217,North Florida NCAA,35,23,12,.657,-0.82,-5.94,,12,2,,12,2,,9,9,,75.7,68.1,,40.0,25.6,54.6,.470,9.06,23.1,.391,15.4,21.3,.723,9.69,34.8,14.5,6.11,4.17,12.5,16.2
218,North Texas,31,14,17,.452,-4.95,-0.71,,8,10,,11,6,,3,10,,65.3,68.2,,40.2,23.4,54.1,.433,4.74,15.8,.301,13.7,21.8,.629,10.9,35.3,10.0,6.74,3.32,13.5,17.7
219,Northeastern NCAA,35,23,12,.657,2.03,-1.34,,12,6,,9,3,,8,7,,68.5,65.1,,40.4,23.9,49.3,.486,5.80,15.0,.386,14.8,20.4,.727,8.49,33.1,14.3,5.23,3.69,13.8,14.2
220,Northern Arizona,38,23,15,.605,-3.48,-4.13,,13,5,,13,2,,8,12,,68.6,67.3,,40.4,23.1,57.2,.404,6.71,19.3,.347,15.7,20.9,.750,13.2,38.5,12.2,4.79,4.03,11.8,18.7
221,Northern Colorado,30,15,15,.500,-6.82,-6.21,,10,8,,12,3,,3,11,,74.7,73.4,,40.7,26.8,56.4,.475,6.80,17.8,.381,14.3,20.1,.714,11.3,32.6,12.3,6.53,1.97,10.4,19.8
222,Northern Illinois,30,14,16,.467,-1.79,-0.14,,8,10,,10,5,,4,11,,65.7,66.3,,40.5,22.0,51.4,.428,4.97,15.7,.317,16.7,24.5,.680,12.4,34.6,9.80,7.53,2.43,14.2,19.1
223,Northern Iowa NCAA,35,31,4,.886,12.54,2.00,,16,2,,16,0,,9,3,,65.2,54.6,,40.6,22.2,46.2,.480,7.34,18.4,.398,13.5,18.4,.733,7.29,30.6,11.8,5.91,2.40,10.4,14.5
224,Northern Kentucky,30,13,17,.433,-6.85,-4.49,,7,7,,9,6,,4,11,,70.6,69.3,,40.3,26.0,56.4,.460,7.53,21.6,.349,11.1,16.9,.657,9.97,33.8,12.6,5.77,2.83,11.6,20.4
225,Northwestern State,32,19,13,.594,-5.48,-4.52,,13,5,,11,4,,7,8,,84.0,83.0,,40.0,29.6,64.1,.461,8.25,23.1,.357,16.6,22.2,.749,11.6,34.6,15.9,7.56,4.50,12.3,18.6
226,Northwestern,32,15,17,.469,6.11,7.20,,6,12,,11,7,,3,8,,63.5,64.6,,40.8,22.7,52.2,.436,7.13,19.8,.359,10.9,14.9,.732,8.66,32.9,14.4,3.69,3.94,11.2,17.9
227,Notre Dame NCAA,38,32,6,.842,19.23,7.02,,14,4,,17,2,,7,2,,78.0,65.8,,40.7,27.6,54.2,.509,7.95,20.4,.390,14.8,19.9,.742,8.24,32.4,15.2,6.74,3.63,9.39,14.2
228,Oakland,33,16,17,.485,-1.28,1.27,,11,5,,12,4,,4,12,,74.2,75.2,,40.9,26.0,56.2,.462,7.85,21.7,.362,14.5,21.1,.686,10.3,33.6,15.7,5.94,1.67,12.6,17.3
229,Ohio State NCAA,35,24,11,.686,19.68,7.37,,11,7,,18,2,,4,6,,75.3,63.0,,40.3,27.5,57.0,.483,6.74,18.2,.370,13.5,19.8,.680,11.1,35.5,15.3,7.60,5.09,11.3,16.1
230,Ohio,30,10,20,.333,-4.15,0.45,,5,13,,8,7,,1,11,,67.6,72.2,,40.2,24.2,55.9,.433,7.23,21.2,.341,11.9,16.2,.735,8.93,34.1,11.4,5.13,4.27,12.7,17.1
231,Oklahoma State NCAA,32,18,14,.563,12.95,9.63,,8,10,,12,4,,3,8,,67.5,62.8,,40.3,22.9,52.1,.440,7.06,20.2,.349,14.6,20.2,.726,8.97,32.5,11.4,7.91,4.88,12.3,19.2
232,Oklahoma NCAA,35,24,11,.686,18.65,9.94,,12,6,,14,1,,5,6,,71.5,62.7,,40.3,25.3,58.1,.435,6.74,19.7,.343,14.1,19.1,.741,11.1,38.1,12.3,6.77,4.97,12.0,16.3
233,Old Dominion,35,27,8,.771,7.68,-0.15,,13,5,,20,0,,5,5,,64.9,57.1,,40.3,23.9,55.3,.432,5.91,18.2,.325,11.3,16.9,.666,12.5,36.2,13.5,6.31,3.29,10.8,17.7
