,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
234,Oral Roberts,34,19,15,.559,-3.83,-1.99,,10,6,,12,2,,5,11,,69.9,68.9,,40.3,23.5,54.7,.429,6.03,16.9,.357,16.9,23.6,.719,10.7,34.0,11.1,5.79,3.85,11.6,18.6
235,Oregon State,31,17,14,.548,5.93,4.97,,8,10,,15,2,,2,9,,60.9,59.2,,40.2,21.5,50.9,.422,5.16,16.0,.323,12.8,18.5,.693,9.45,31.4,12.0,7.77,3.97,11.8,19.0
236,Oregon NCAA,36,26,10,.722,11.43,7.65,,13,5,,17,2,,6,4,,75.4,70.8,,40.6,27.6,59.5,.463,7.31,20.2,.362,12.9,17.0,.760,10.3,36.1,14.1,5.75,4.36,11.7,18.2
237,Pacific,31,12,19,.387,-3.19,3.31,,4,14,,6,8,,5,8,,64.4,68.2,,40.5,22.0,52.7,.417,6.52,18.8,.346,13.9,21.5,.648,12.4,34.7,11.7,4.03,2.39,12.6,21.5
238,Penn State,34,18,16,.529,7.77,7.10,,4,14,,10,6,,3,8,,66.9,66.2,,40.6,23.4,55.7,.420,6.68,20.0,.334,13.4,19.3,.695,10.4,35.3,9.88,6.06,4.06,12.2,20.4
239,Pennsylvania,28,9,19,.321,-8.32,-1.36,,4,10,,4,9,,5,10,,60.3,67.2,,40.2,21.4,49.3,.434,5.54,16.0,.346,11.9,17.7,.675,9.21,31.6,11.8,5.46,2.39,15.0,19.9
240,Pepperdine,32,18,14,.563,3.86,2.80,,10,8,,10,5,,7,7,,63.1,61.6,,40.0,22.0,52.1,.423,4.53,14.5,.313,14.6,19.7,.741,9.38,33.2,13.3,6.25,3.38,12.3,17.6
241,Pittsburgh,34,19,15,.559,8.45,7.36,,8,10,,14,4,,2,8,,67.0,65.6,,40.4,24.6,54.9,.447,4.82,14.2,.339,13.1,19.1,.685,12.0,33.4,16.5,4.94,2.79,9.88,17.8
242,Portland State,29,15,14,.517,-7.75,-4.86,,9,9,,9,4,,6,9,,71.8,72.3,,40.2,24.9,56.7,.440,6.66,17.5,.381,15.3,20.6,.742,9.76,32.5,13.1,6.31,4.03,11.2,17.6
243,Portland,33,17,16,.515,3.06,2.67,,7,11,,9,7,,5,7,,70.2,68.3,,40.6,24.5,55.3,.444,6.55,17.4,.376,14.5,20.2,.717,11.8,35.5,14.7,5.82,4.48,12.2,18.5
244,Prairie View,33,15,18,.455,-10.86,-8.20,,12,6,,7,3,,7,12,,67.0,69.1,,40.0,24.9,58.3,.427,5.36,16.1,.333,11.8,18.3,.646,11.8,32.5,10.7,8.70,3.18,14.3,21.7
245,Presbyterian,32,10,22,.313,-16.26,-4.51,,6,12,,7,8,,3,11,,61.8,69.2,,40.0,23.2,51.8,.447,4.25,13.3,.320,11.3,17.1,.659,9.25,32.2,10.7,5.19,2.81,13.0,15.8
246,Princeton,31,16,14,.533,-1.34,-2.92,,9,5,,11,3,,4,9,,66.6,63.6,,38.7,21.7,46.9,.463,8.13,21.5,.377,15.1,21.2,.711,6.10,29.5,12.6,5.32,2.90,11.8,18.1
247,Providence NCAA,34,22,12,.647,13.71,9.50,,11,7,,13,4,,5,6,,69.7,65.5,,40.3,24.4,55.6,.438,5.03,16.1,.313,16.0,22.6,.707,12.1,36.1,13.9,7.12,4.56,12.0,18.5
248,Purdue NCAA,34,21,13,.618,12.93,7.64,,12,6,,14,3,,4,6,,69.9,64.6,,40.4,24.3,54.1,.449,5.74,17.6,.327,15.4,22.6,.683,12.0,36.7,14.9,5.44,5.21,13.1,18.9
249,Quinnipiac,30,15,15,.500,-1.46,-3.66,,9,11,,10,7,,5,7,,69.7,67.5,,41.0,23.8,60.4,.394,5.50,17.9,.307,16.6,21.4,.773,16.4,45.4,13.9,3.57,5.77,13.9,19.0
250,Radford,34,22,12,.647,-3.89,-5.53,,12,6,,12,3,,8,8,,72.8,67.7,,40.6,26.2,57.2,.458,6.24,18.6,.334,14.1,20.4,.691,12.1,36.5,13.2,7.12,4.41,12.0,18.0
251,Rhode Island,33,23,10,.697,9.31,2.87,,13,5,,14,2,,7,5,,67.6,60.2,,40.2,23.5,52.5,.449,4.42,14.6,.303,16.1,24.6,.655,11.0,35.8,13.0,6.52,5.58,13.7,21.0
252,Rice,32,12,20,.375,-2.86,-0.79,,8,10,,7,7,,4,10,,64.1,65.8,,41.1,21.2,50.5,.420,9.03,24.9,.363,12.7,17.1,.739,8.63,31.8,12.7,5.94,2.19,14.3,18.9
253,Richmond,35,21,14,.600,8.65,3.77,,12,6,,16,4,,4,9,,66.1,61.2,,40.9,23.8,52.0,.458,6.60,19.4,.340,11.8,17.1,.690,6.86,29.3,13.4,6.91,3.31,9.89,17.0
254,Rider,33,21,12,.636,-1.60,-3.11,,15,5,,10,3,,11,5,,65.2,63.7,,40.5,23.8,54.2,.438,6.06,18.2,.334,11.7,19.3,.603,10.8,34.3,12.1,7.09,2.64,12.5,17.9
255,Robert Morris NCAA,35,20,15,.571,-3.02,-3.50,,12,6,,10,6,,8,8,,69.0,68.5,,40.3,24.4,55.0,.443,6.31,16.9,.375,13.9,19.5,.709,10.5,33.2,12.2,8.57,2.86,13.3,18.6
256,Rutgers,32,10,22,.313,0.23,8.11,,2,16,,6,10,,2,10,,59.3,67.2,,40.0,21.5,54.7,.392,4.75,16.1,.295,11.6,17.8,.653,11.2,34.9,10.7,5.56,3.69,13.0,16.6
257,Sacramento State,33,21,12,.636,-4.62,-5.45,,13,5,,13,2,,7,9,,71.0,68.2,,40.0,25.5,52.4,.486,6.30,15.5,.408,13.7,18.6,.736,8.36,29.5,14.1,7.00,2.36,10.8,17.1
258,Sacred Heart,32,15,17,.469,-7.36,-5.97,,9,9,,10,5,,4,12,,73.8,74.0,,41.1,27.3,59.7,.457,5.28,16.5,.319,13.8,21.4,.647,12.5,38.3,14.7,6.56,3.44,13.7,18.4
259,Saint Francis (PA),32,16,16,.500,-5.68,-4.97,,9,9,,10,3,,6,13,,64.4,64.1,,40.3,22.6,51.7,.438,7.06,21.2,.334,12.1,18.0,.672,8.34,31.2,11.8,6.53,2.59,12.4,15.8
260,Saint Joseph's,31,13,18,.419,-0.23,2.58,,7,11,,10,5,,3,11,,61.7,64.5,,40.6,22.2,55.0,.404,5.39,18.0,.299,11.9,19.4,.615,11.4,35.5,12.7,6.61,4.35,12.5,16.9
261,Saint Louis,32,11,21,.344,-5.38,2.43,,3,15,,9,9,,1,10,,59.8,66.3,,40.3,20.4,49.6,.411,5.38,16.5,.326,13.6,20.8,.655,9.06,30.6,12.2,5.31,2.25,13.8,19.7
262,Saint Mary's (CA),31,21,10,.677,8.68,3.78,,13,5,,14,5,,7,4,,69.1,64.0,,40.6,24.3,53.1,.457,7.26,19.5,.373,13.3,18.6,.715,10.6,36.0,15.0,5.06,2.26,12.1,17.5
263,Saint Peter's,34,16,18,.471,-2.95,-3.92,,8,12,,7,6,,7,10,,61.2,60.2,,40.6,20.5,49.9,.412,5.68,16.6,.343,14.5,21.9,.660,10.4,32.6,10.1,6.26,2.97,12.1,19.2
264,Sam Houston State,35,26,9,.743,2.97,-6.03,,15,3,,16,2,,8,5,,74.1,60.0,,40.4,24.2,56.4,.429,7.60,23.1,.329,18.1,25.7,.706,13.2,40.3,14.7,6.54,4.40,13.0,20.3
265,Samford,32,13,19,.406,-9.41,-5.57,,6,12,,8,6,,4,11,,69.3,71.9,,40.2,24.4,54.9,.444,6.38,18.4,.347,14.1,20.7,.684,10.2,31.7,13.2,7.34,3.00,12.9,20.5
266,San Diego State NCAA,36,27,9,.750,11.81,4.24,,14,4,,16,1,,6,5,,61.8,53.9,,40.4,22.2,53.2,.418,5.25,16.4,.320,12.1,19.3,.630,12.2,35.3,10.5,6.86,4.97,11.4,14.1
267,San Diego,31,15,16,.484,5.03,3.47,,8,10,,9,4,,4,8,,64.7,62.9,,40.3,22.3,52.8,.422,6.19,18.1,.342,14.0,20.4,.687,10.4,32.8,12.5,6.42,3.84,11.8,19.9
268,San Francisco,32,14,18,.438,3.08,2.83,,7,11,,8,8,,4,8,,69.2,67.7,,40.3,24.5,54.2,.451,6.34,18.6,.341,13.9,22.2,.629,10.6,34.8,13.8,5.81,2.47,11.8,20.2
269,San Jose State,30,2,28,.067,-16.22,1.92,,0,18,,2,13,,0,12,,53.7,69.5,,40.2,18.4,52.0,.355,6.53,22.3,.293,10.3,15.8,.653,9.07,31.3,9.80,4.83,2.60,14.2,18.3
270,Santa Clara,32,14,18,.438,-0.38,4.12,,7,11,,9,6,,3,9,,63.3,66.8,,40.2,22.2,52.3,.424,6.94,19.9,.349,12.0,16.3,.737,9.25,29.9,11.8,5.63,1.84,10.6,18.7
271,Savannah State,31,9,22,.290,-18.17,-6.27,,5,11,,7,5,,2,16,,56.7,66.8,,38.9,21.3,52.0,.410,3.35,13.3,.252,10.7,18.6,.576,10.6,29.3,9.26,8.90,2.42,16.5,19.7
272,Seattle,34,18,16,.529,-5.85,-4.69,,7,7,,13,5,,2,10,,62.4,61.6,,40.1,21.8,49.2,.442,6.94,17.9,.388,12.0,18.0,.665,9.53,33.8,13.9,5.44,1.47,13.7,16.8
273,Seton Hall,31,16,15,.516,7.95,7.56,,6,12,,10,5,,3,9,,68.4,68.0,,40.3,23.7,56.3,.421,6.87,19.6,.350,14.1,21.4,.657,12.6,36.2,12.4,5.97,4.10,12.4,19.2
274,Siena,31,11,20,.355,-6.93,-2.90,,7,13,,6,9,,5,10,,69.8,73.8,,40.2,24.1,56.0,.431,4.90,14.8,.332,16.6,23.5,.710,12.7,33.0,13.3,7.52,3.58,12.5,20.9
275,South Alabama,33,12,21,.364,-9.46,-3.04,,9,11,,7,8,,4,12,,68.9,73.9,,40.5,23.1,54.9,.420,6.48,19.4,.334,16.3,23.2,.703,10.9,35.6,10.7,4.76,3.67,14.4,17.8
276,South Carolina State,33,11,22,.333,-17.37,-7.46,,7,9,,6,5,,4,14,,59.5,66.8,,40.2,21.4,55.9,.382,5.58,18.4,.303,11.2,18.5,.603,11.9,34.6,10.9,6.06,3.06,12.5,17.5
277,South Carolina Upstate,36,24,12,.667,-2.28,-7.50,,8,6,,14,5,,9,7,,71.6,61.1,,40.0,26.1,59.0,.442,8.06,24.0,.336,11.5,17.5,.655,13.4,38.1,14.8,7.86,3.17,10.8,16.3
278,South Carolina,33,17,16,.515,10.55,8.24,,6,12,,10,6,,3,7,,65.0,62.0,,40.0,22.3,55.1,.404,5.45,18.2,.301,15.0,20.4,.737,12.3,35.7,13.2,6.30,4.03,12.8,19.2
279,South Dakota State,35,24,11,.686,3.32,-3.23,,12,4,,13,0,,7,9,,73.5,65.1,,40.3,24.8,54.8,.452,8.00,20.9,.383,15.9,22.3,.713,9.63,35.8,12.2,5.46,3.69,11.4,19.7
280,South Dakota,33,17,16,.515,-4.90,-3.48,,9,7,,8,6,,8,7,,70.0,70.1,,40.9,24.6,58.3,.422,6.42,17.8,.360,14.4,19.7,.731,11.6,35.4,11.8,5.58,2.42,11.3,18.3
281,South Florida,32,9,23,.281,-4.96,2.56,,3,15,,8,9,,1,13,,61.6,68.4,,40.5,23.3,53.8,.433,4.25,14.0,.304,10.8,17.4,.619,10.7,33.9,11.3,5.75,4.88,13.6,19.0
282,Southeast Missouri State,30,13,17,.433,-5.23,-3.73,,7,9,,9,5,,4,9,,69.6,68.8,,40.2,24.7,56.2,.440,6.30,18.4,.342,13.8,20.7,.667,11.5,35.0,12.6,7.27,4.40,13.1,19.9
283,Southeastern Louisiana,32,9,23,.281,-10.97,-6.14,,6,12,,6,6,,3,16,,68.3,72.6,,40.5,25.2,55.0,.459,5.78,18.5,.313,12.1,18.2,.665,9.72,33.4,12.2,6.06,3.50,15.4,18.4
284,Southern California,32,12,20,.375,2.15,6.15,,3,15,,8,8,,2,9,,67.0,71.0,,40.6,24.6,58.2,.422,5.31,16.2,.329,12.5,19.7,.634,11.4,35.9,12.4,6.50,4.16,13.9,17.7
285,SIU Edwardsville,28,12,16,.429,-7.28,-4.54,,8,8,,11,3,,1,12,,68.2,67.3,,40.2,23.6,54.7,.431,7.07,18.6,.380,14.0,20.7,.675,10.4,34.6,12.3,6.36,4.29,13.4,18.5
286,Southern Illinois,33,12,21,.364,-3.48,-0.60,,4,14,,8,7,,2,12,,59.6,61.9,,40.0,20.6,49.3,.419,4.18,12.7,.330,14.2,20.2,.702,9.91,31.1,8.30,6.70,2.18,12.8,18.3
287,Southern Methodist NCAA,34,27,7,.794,12.94,3.57,,15,3,,16,2,,8,4,,69.1,59.8,,40.1,24.5,51.5,.475,4.26,11.8,.363,15.9,22.6,.703,11.4,36.6,15.4,6.97,4.29,12.5,16.2
288,Southern Mississippi,29,9,20,.310,-10.03,-0.06,,4,14,,8,7,,1,13,,60.1,68.2,,40.3,21.3,49.6,.430,6.31,19.1,.330,11.1,17.8,.627,8.55,29.8,12.1,6.14,2.17,14.1,15.5
289,Southern Utah,29,10,19,.345,-11.98,-5.48,,7,11,,5,7,,4,11,,69.3,74.0,,40.3,24.1,53.0,.455,7.24,18.5,.391,13.8,20.7,.669,7.52,31.7,11.9,4.97,3.72,13.6,22.4
290,Southern,35,18,17,.514,-9.95,-8.23,,13,5,,9,4,,7,10,,64.5,63.6,,40.3,22.9,54.1,.423,4.29,13.8,.310,14.5,22.1,.654,11.5,36.1,10.3,6.86,4.14,13.2,20.1
291,St. Bonaventure,31,18,13,.581,3.93,1.34,,10,8,,8,6,,7,6,,67.3,64.7,,40.3,23.6,55.6,.425,5.10,16.2,.314,14.9,21.1,.706,12.4,37.2,12.4,6.65,4.81,12.4,17.3
292,St. Francis (NY),35,23,12,.657,-2.14,-6.20,,15,3,,12,4,,9,7,,69.1,64.6,,40.4,23.9,57.3,.417,5.57,18.9,.295,15.7,23.1,.679,14.9,38.9,12.3,6.63,4.91,13.1,18.4
293,St. John's (NY) NCAA,33,21,12,.636,11.85,9.04,,10,8,,15,3,,5,6,,71.0,67.9,,40.2,25.3,57.3,.442,6.00,17.2,.348,14.4,20.8,.691,10.2,35.3,12.4,7.45,6.36,10.7,17.8
294,Stanford,37,24,13,.649,12.33,7.33,,9,9,,16,3,,4,8,,72.3,67.3,,40.7,24.5,56.5,.435,6.65,17.6,.378,16.6,22.9,.726,11.6,36.8,11.8,5.51,2.76,10.8,19.1
295,Stephen F. Austin NCAA,34,29,5,.853,8.61,-4.20,,17,1,,15,1,,10,3,,78.6,64.4,,40.1,26.8,55.0,.487,7.71,20.4,.379,17.3,23.5,.736,12.1,34.6,17.5,7.62,3.53,14.0,21.6
296,Stetson,31,9,22,.290,-16.22,-6.68,,3,11,,7,7,,1,15,,66.6,73.9,,40.0,24.0,55.4,.433,6.23,18.9,.329,12.4,18.8,.657,9.58,33.6,12.5,4.48,3.32,12.4,17.5
297,Stony Brook,35,23,12,.657,-0.03,-4.03,,12,4,,13,2,,9,10,,65.4,60.1,,40.1,23.9,57.1,.418,5.46,16.5,.332,12.3,18.5,.663,13.9,39.9,12.0,5.14,4.20,11.9,16.5
298,Syracuse,31,18,13,.581,11.91,7.68,,9,9,,13,5,,4,7,,67.6,63.4,,40.3,24.6,57.3,.430,5.00,16.6,.301,13.4,20.3,.660,12.0,36.6,15.1,8.32,5.06,11.9,15.2
299,Temple,37,26,11,.703,8.20,3.52,,13,5,,16,2,,7,5,,65.8,61.2,,40.1,22.5,58.1,.388,6.35,20.9,.304,14.5,20.7,.699,12.2,38.1,12.4,6.86,4.46,9.51,17.1
300,Tennessee-Martin,34,21,13,.618,-2.12,-3.90,,10,6,,9,3,,12,9,,70.3,65.4,,40.4,25.1,54.1,.465,7.88,20.0,.394,12.1,17.1,.708,9.76,34.6,13.0,5.24,1.85,11.6,14.9
301,Tennessee State,31,5,26,.161,-14.93,-2.38,,2,14,,5,8,,0,17,,57.8,68.1,,40.0,19.7,49.9,.395,5.48,15.7,.350,12.9,20.9,.619,9.58,33.0,9.48,5.39,3.48,14.4,20.3
302,Tennessee Tech,30,12,18,.400,-6.49,-3.99,,4,12,,10,4,,2,14,,70.6,69.8,,40.2,25.6,58.0,.441,5.63,17.5,.321,13.8,20.3,.678,13.2,37.0,13.2,6.20,3.43,13.7,18.9
303,Tennessee,32,16,16,.500,7.23,8.16,,7,11,,9,7,,5,5,,63.3,64.2,,40.2,22.7,53.3,.425,6.06,18.3,.331,11.9,17.2,.691,12.4,32.5,10.9,7.72,3.38,12.1,19.5
304,Texas A&M-Corpus Christi,34,20,14,.588,-5.58,-6.43,,13,5,,10,4,,8,8,,66.6,64.5,,40.1,22.0,49.4,.446,4.85,14.7,.331,17.8,25.9,.687,9.79,32.4,10.4,6.76,2.68,12.6,20.4
305,Texas A&M,33,21,12,.636,10.73,5.91,,11,7,,14,4,,5,6,,67.8,62.9,,40.3,24.4,53.9,.453,5.48,15.8,.347,13.5,20.5,.658,11.3,36.3,14.7,5.64,2.94,12.4,18.0
306,UT Arlington,31,16,15,.516,-3.59,-2.76,,10,10,,9,5,,7,9,,71.6,71.2,,40.2,25.1,57.2,.439,6.61,20.9,.316,14.7,21.9,.673,11.4,36.9,12.9,6.65,3.45,14.6,21.1
307,TCU,33,18,15,.545,11.10,5.32,,4,14,,13,6,,2,8,,68.2,62.4,,40.3,24.0,54.8,.437,4.55,13.9,.327,15.7,25.5,.615,13.5,36.8,13.2,6.27,5.33,12.0,20.6
308,UTEP,33,22,11,.667,4.89,-0.51,,13,5,,13,2,,5,7,,69.2,63.8,,40.2,24.2,52.0,.466,5.61,15.3,.366,15.1,22.8,.661,9.45,34.5,13.7,5.39,4.03,12.3,17.2
309,Texas-Rio Grande Valley,31,10,21,.323,-14.46,-4.68,,4,10,,8,4,,1,15,,62.2,70.3,,40.0,21.9,51.9,.421,4.19,14.0,.300,14.2,21.0,.676,10.4,32.3,13.3,5.52,3.29,13.5,17.5
310,UTSA,30,14,16,.467,-3.33,-2.61,,8,10,,7,8,,7,7,,70.7,70.4,,40.2,23.9,56.7,.422,6.37,19.6,.325,16.5,23.6,.699,12.9,35.7,12.3,7.10,2.30,12.3,16.7
311,Texas Southern NCAA,35,22,13,.629,-5.98,-6.09,,16,2,,9,1,,10,11,,68.3,68.2,,40.9,23.4,52.6,.445,5.29,16.4,.322,16.3,24.6,.661,11.3,34.1,10.7,6.11,3.11,13.0,17.4
312,Texas State,31,14,17,.452,-5.25,-3.36,,7,13,,9,6,,4,10,,61.5,59.8,,40.8,21.4,53.1,.404,5.13,16.3,.314,13.5,19.5,.690,10.2,32.4,11.1,7.23,2.48,12.7,17.6
313,Texas Tech,32,13,19,.406,3.77,7.20,,3,15,,13,6,,0,10,,60.9,64.3,,40.3,20.4,50.3,.405,5.28,16.4,.323,14.9,23.2,.642,11.7,33.5,11.1,5.84,4.09,13.8,17.4
314,Texas NCAA,34,20,14,.588,16.16,9.07,,8,10,,13,5,,4,7,,67.4,60.3,,40.4,23.4,54.0,.433,6.24,18.4,.339,14.3,19.7,.724,12.4,39.7,13.0,3.76,7.79,12.8,16.3
315,Toledo,33,20,13,.606,4.86,0.62,,11,7,,10,4,,9,7,,75.2,71.0,,40.3,26.2,55.7,.470,5.91,16.2,.366,17.0,22.9,.742,10.9,36.5,13.1,5.15,3.27,12.3,17.1
316,Towson,32,12,20,.375,-7.02,-3.80,,5,13,,4,9,,6,10,,63.6,65.0,,40.6,21.5,52.4,.411,4.19,13.4,.312,16.3,24.6,.663,14.6,39.3,9.06,3.53,3.97,13.2,21.0
317,Troy,29,10,19,.345,-8.72,-5.09,,5,15,,5,9,,4,10,,67.1,69.4,,40.3,23.2,54.0,.430,6.62,19.9,.333,14.0,21.1,.663,10.9,34.0,9.34,6.66,2.10,14.1,15.7
318,Tulane,31,15,16,.484,-1.51,0.32,,6,12,,9,8,,6,5,,63.6,64.0,,40.8,22.5,54.8,.411,6.42,19.7,.326,12.1,18.7,.649,11.8,34.7,11.3,6.23,2.00,12.8,17.7
319,Tulsa,34,23,11,.676,6.66,2.81,,14,4,,13,5,,8,4,,64.4,60.7,,40.3,22.3,53.5,.416,5.53,17.2,.321,14.2,21.9,.649,11.0,36.6,11.0,5.82,3.41,11.4,16.9
320,UCLA NCAA,36,22,14,.611,12.07,8.27,,11,7,,16,1,,2,8,,71.9,68.1,,40.3,25.8,58.3,.443,6.19,16.8,.368,14.1,20.8,.676,12.2,38.0,13.8,6.61,3.86,11.9,17.9
321,Utah State,31,18,13,.581,2.92,0.28,,11,7,,11,5,,7,7,,66.6,63.6,,40.5,23.3,51.5,.452,7.52,19.1,.394,12.5,18.7,.672,6.94,31.5,14.4,4.81,4.58,10.4,16.3
322,Utah Valley,30,11,19,.367,-12.72,-4.87,,5,9,,8,5,,3,13,,58.6,64.1,,40.0,20.5,51.3,.400,5.63,18.9,.299,11.9,17.1,.695,9.90,33.0,12.9,4.47,2.30,12.8,17.3
323,Utah NCAA,35,26,9,.743,20.98,7.42,,13,5,,16,1,,6,5,,71.3,57.1,,40.1,24.3,50.3,.482,7.54,18.7,.404,15.3,21.7,.703,9.20,34.4,14.0,5.94,5.00,11.6,16.6
324,Valparaiso NCAA,34,28,6,.824,6.29,-2.00,,13,3,,15,1,,8,4,,69.6,59.4,,40.1,24.6,54.0,.456,6.94,18.2,.381,13.4,19.9,.675,11.7,37.5,13.0,5.97,4.62,12.4,16.6
325,Vanderbilt,35,21,14,.600,11.89,6.22,,9,9,,15,4,,5,8,,70.6,64.3,,40.6,23.9,50.7,.472,7.29,18.6,.392,15.5,21.8,.708,9.69,33.8,15.5,4.80,5.31,12.9,17.2
326,Vermont,34,20,14,.588,1.21,-5.52,,12,4,,13,4,,7,10,,67.0,59.2,,40.3,23.6,50.0,.471,5.35,15.1,.355,14.6,21.0,.692,8.06,33.2,13.1,6.35,5.09,13.0,19.1
327,Villanova NCAA,36,33,3,.917,23.13,7.55,,16,2,,15,0,,9,2,,76.5,60.9,,40.3,25.4,54.2,.470,9.06,23.3,.389,16.6,22.6,.731,10.3,34.3,15.8,7.72,4.06,10.6,16.6
328,Virginia Commonwealth NCAA,36,26,10,.722,12.79,6.10,,12,6,,12,4,,8,4,,72.5,65.8,,41.0,24.9,59.4,.419,8.14,23.7,.343,14.6,22.1,.657,12.3,35.5,12.7,9.50,4.25,10.6,19.2
329,VMI,30,11,19,.367,-9.85,-3.92,,7,11,,6,7,,4,9,,80.5,80.9,,40.7,27.6,69.1,.400,11.4,35.9,.317,13.8,20.2,.684,14.5,39.3,13.6,8.50,5.90,15.0,21.5
330,Virginia Tech,33,11,22,.333,1.29,5.32,,2,16,,9,9,,0,11,,65.3,69.4,,40.3,23.6,52.9,.446,7.30,18.8,.389,10.8,16.9,.640,8.30,29.6,12.0,4.36,2.94,11.7,18.1
331,Virginia NCAA,34,30,4,.882,21.73,7.81,,16,2,,15,1,,11,1,,65.4,51.5,,40.3,23.6,51.7,.457,5.00,14.2,.352,13.1,18.1,.726,10.5,36.2,12.6,5.47,4.21,9.29,14.2
332,Wagner,30,10,20,.333,-11.47,-4.99,,8,10,,8,5,,2,15,,68.4,73.5,,40.7,24.1,60.1,.400,5.97,19.1,.312,14.3,20.5,.696,14.8,37.1,10.8,6.50,2.63,14.0,22.7
333,Wake Forest,32,13,19,.406,4.62,7.68,,5,13,,11,7,,2,10,,69.0,72.1,,40.5,23.8,56.5,.421,6.44,19.2,.336,15.0,23.5,.638,11.7,37.5,14.1,6.50,3.84,13.4,18.1
334,Washington State,31,13,18,.419,0.14,6.08,,7,11,,8,6,,3,9,,70.6,76.5,,40.5,24.0,55.2,.434,6.90,20.2,.342,15.8,21.9,.720,9.10,33.1,14.6,3.87,3.29,11.8,18.4
335,Washington,31,16,15,.516,5.57,4.83,,5,13,,8,7,,3,7,,68.6,67.9,,40.2,24.7,56.4,.438,6.23,18.7,.333,13.1,19.1,.683,10.6,34.9,13.3,4.90,4.94,11.6,17.3
336,Weber State,30,13,17,.433,-7.29,-3.50,,8,10,,8,6,,4,9,,67.0,68.0,,40.3,21.4,50.6,.422,7.23,20.2,.357,17.0,22.8,.748,9.43,33.2,11.9,5.27,4.00,13.4,18.0
337,West Virginia NCAA,35,25,10,.714,15.12,9.29,,11,7,,12,3,,5,5,,72.6,66.8,,40.3,24.9,61.1,.408,6.49,20.5,.316,16.3,24.7,.662,16.4,36.3,14.1,10.7,2.74,12.9,23.5
338,Western Carolina,32,15,17,.469,-5.83,-3.56,,9,9,,7,5,,6,10,,70.3,71.4,,40.8,25.0,57.5,.434,6.16,18.0,.342,14.3,20.3,.700,12.5,35.3,11.7,8.13,4.41,13.6,21.0
339,Western Illinois,28,8,20,.286,-13.81,-2.93,,3,13,,8,6,,0,13,,62.4,70.8,,40.2,22.1,55.1,.401,6.71,19.2,.350,11.5,16.5,.698,7.39,32.4,12.0,5.29,2.39,12.6,17.3
340,Western Kentucky,32,20,12,.625,1.12,-0.44,,12,6,,13,3,,5,8,,71.4,67.2,,40.5,24.8,57.0,.435,7.75,21.4,.362,14.1,21.6,.654,11.3,37.2,14.3,5.47,3.31,12.9,18.1
341,Western Michigan,34,20,14,.588,0.25,0.19,,10,8,,13,3,,5,9,,70.6,69.2,,40.4,24.1,53.0,.454,6.94,19.1,.364,15.5,22.1,.703,9.94,32.6,12.5,6.47,2.26,11.9,18.1
342,Wichita State NCAA,35,30,5,.857,15.56,3.68,,17,1,,15,0,,10,2,,70.3,57.4,,40.3,24.6,55.2,.445,6.83,19.1,.357,14.3,20.4,.701,11.9,35.6,13.6,7.14,3.83,9.34,16.8
343,William & Mary,33,20,13,.606,2.82,-1.15,,12,6,,12,2,,6,10,,73.2,66.9,,40.3,25.3,52.3,.483,8.88,22.3,.398,13.7,18.7,.734,7.52,32.3,14.8,6.18,4.15,11.5,15.5
344,Winthrop,32,19,13,.594,-3.90,-7.38,,12,6,,11,3,,6,9,,73.6,67.5,,40.6,25.4,56.5,.449,7.84,21.9,.359,15.0,20.8,.724,10.4,35.2,12.1,7.00,4.38,12.1,17.9
345,Wisconsin NCAA,40,36,4,.900,24.61,10.29,,16,2,,15,1,,10,2,,72.5,58.2,,40.3,25.4,52.9,.479,7.20,19.8,.365,14.6,19.1,.763,9.57,33.5,12.6,4.35,3.17,7.40,12.5
346,Wofford NCAA,35,28,7,.800,2.56,-2.98,,16,2,,13,1,,10,5,,66.6,59.7,,40.0,23.4,51.5,.454,6.34,17.0,.372,13.5,19.7,.688,9.26,32.5,13.2,6.51,2.49,10.8,16.8
347,Wright State,31,11,20,.355,-6.41,-1.14,,3,13,,4,8,,6,10,,64.2,68.0,,40.3,23.1,52.2,.442,6.26,18.4,.340,11.8,16.9,.697,7.48,29.1,13.1,5.42,2.42,12.0,19.2
348,Wyoming NCAA,35,25,10,.714,3.81,-0.04,,11,7,,17,2,,5,7,,61.5,56.4,,40.9,21.3,46.3,.461,5.97,18.3,.326,12.8,18.2,.702,6.17,29.9,14.3,5.46,2.91,11.2,13.7
349,Xavier NCAA,37,23,14,.622,15.42,9.48,,9,9,,13,3,,5,7,,73.3,67.4,,40.7,25.8,54.4,.475,6.32,18.0,.351,15.3,20.9,.730,9.84,34.6,16.1,6.03,2.86,12.1,17.9
350,Yale,33,22,10,.688,3.53,-0.87,,11,4,,9,3,,11,6,,65.6,58.5,,39.4,22.4,50.5,.444,6.67,18.0,.370,14.1,19.8,.711,10.9,34.5,13.2,5.70,3.85,12.3,16.7
351,Youngstown State,32,11,21,.344,-7.63,-1.73,,2,14,,6,9,,3,12,,71.5,74.8,,40.3,25.2,57.1,.442,6.50,18.4,.354,14.5,20.9,.694,9.84,33.0,14.1,6.00,2.09,11.7,18.3
