,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
234,Oral Roberts,32,11,21,.344,-6.67,1.05,,5,9,,8,5,,3,14,,72.9,77.6,,40.9,27.5,62.8,.437,6.88,20.0,.343,11.1,16.2,.685,13.9,38.3,14.2,5.44,3.50,12.8,17.7
235,Oregon State,32,16,16,.500,7.32,4.57,,7,11,,12,4,,1,9,,73.1,70.3,,40.6,25.9,55.6,.467,6.00,18.2,.329,15.2,21.5,.708,10.4,35.0,14.8,6.63,3.63,13.3,20.1
236,Oregon,36,23,13,.639,10.70,4.84,,10,8,,16,3,,4,7,,78.3,72.4,,40.6,27.4,59.9,.458,9.00,25.2,.357,14.5,19.0,.763,10.3,35.1,15.4,6.89,4.22,12.1,19.8
237,Pacific,32,14,18,.438,-0.55,1.80,,9,9,,8,8,,6,9,,71.3,72.4,,40.3,25.1,55.7,.451,4.72,14.3,.329,16.3,22.3,.729,10.4,33.9,12.3,6.16,4.03,11.5,18.2
238,Penn State,39,26,13,.667,15.85,7.79,,9,9,,15,4,,6,7,,74.7,66.7,,40.3,27.1,58.7,.461,7.54,19.5,.387,13.0,18.5,.702,10.8,35.5,13.9,7.23,4.95,11.9,17.6
239,Pennsylvania NCAA,33,24,9,.727,2.24,-3.17,,12,2,,11,3,,9,4,,75.9,68.9,,41.1,27.1,59.0,.458,8.82,25.2,.350,13.0,19.7,.659,8.58,37.5,15.4,5.88,2.79,11.8,17.2
240,Pepperdine,32,6,26,.188,-6.51,1.82,,2,16,,5,11,,0,14,,71.3,78.6,,40.3,25.7,57.2,.449,5.81,16.9,.343,14.2,20.2,.701,10.1,33.7,14.0,4.84,2.16,11.8,18.0
241,Pittsburgh,32,8,24,.250,-1.87,8.47,,0,18,,7,11,,0,10,,62.0,72.4,,40.3,21.2,52.3,.405,8.06,24.8,.325,11.6,16.7,.695,7.72,31.5,12.4,4.31,3.50,13.8,17.3
242,Portland State,34,20,14,.588,-0.14,-1.05,,9,9,,8,5,,10,6,,85.2,79.4,,40.4,30.4,68.6,.443,8.82,26.0,.340,15.6,22.1,.704,14.5,38.4,16.1,9.79,3.47,12.7,21.9
243,Portland,32,10,22,.313,-6.61,2.43,,4,14,,7,9,,3,9,,69.4,74.1,,40.3,24.4,54.5,.448,7.97,20.8,.383,12.6,18.6,.678,6.41,31.7,12.1,5.16,3.97,12.0,18.0
244,Prairie View,34,16,18,.471,-10.13,-7.71,,12,6,,10,2,,5,15,,75.3,76.7,,40.3,26.2,60.1,.436,7.26,22.1,.328,15.6,23.3,.671,11.9,34.8,12.9,7.56,3.03,13.5,22.0
245,Presbyterian,32,11,21,.344,-14.32,-5.53,,4,14,,8,8,,2,13,,66.4,71.0,,40.2,23.4,55.0,.426,8.63,24.1,.358,10.9,15.9,.686,9.09,31.3,11.5,5.47,1.97,11.5,14.4
246,Princeton,29,13,16,.448,-2.44,-1.97,,5,9,,7,5,,5,9,,72.6,71.8,,41.4,26.0,57.3,.453,9.90,26.4,.374,10.8,15.3,.707,7.59,32.7,12.7,4.72,3.10,11.5,17.4
247,Providence NCAA,35,21,14,.600,11.12,10.23,,10,8,,13,4,,4,7,,73.6,72.7,,40.7,25.7,58.2,.441,6.37,19.2,.332,15.8,22.5,.704,10.5,35.6,13.9,6.80,3.66,12.3,17.8
248,Purdue NCAA,37,30,7,.811,23.41,8.74,,15,3,,16,1,,8,2,,80.4,65.7,,40.1,27.9,56.7,.493,9.54,22.7,.420,15.0,20.2,.743,8.62,35.0,16.2,5.70,4.86,10.8,15.7
249,Quinnipiac,33,12,21,.364,-9.50,-4.44,,7,11,,6,6,,3,12,,71.6,76.7,,41.1,23.8,56.5,.422,9.18,27.1,.339,14.8,20.9,.706,10.0,34.6,12.2,5.52,2.61,13.5,17.2
250,Radford NCAA,36,23,13,.639,-2.61,-4.08,,12,6,,12,2,,7,10,,67.3,64.9,,40.7,23.6,55.6,.425,7.69,22.0,.349,12.4,17.1,.725,11.5,34.6,12.3,6.28,2.92,12.3,16.6
251,Rhode Island NCAA,34,26,8,.765,11.81,4.61,,15,3,,15,1,,7,4,,76.0,68.8,,40.3,28.1,61.6,.455,6.94,19.7,.352,12.9,18.5,.697,11.4,34.4,15.3,7.32,3.47,10.6,19.0
252,Rice,31,7,24,.226,-8.63,-0.04,,4,14,,5,10,,2,13,,68.2,75.7,,40.3,22.9,56.5,.406,8.39,26.4,.318,13.9,20.8,.669,10.5,36.8,12.2,5.35,2.13,14.8,16.4
253,Richmond,32,12,20,.375,-0.17,3.61,,9,9,,6,9,,4,8,,71.8,75.6,,40.5,26.3,57.2,.461,6.94,20.8,.334,12.2,17.0,.715,7.84,30.4,15.2,7.63,2.41,11.7,16.2
254,Rider,32,22,10,.688,0.98,-2.62,,15,3,,12,1,,8,7,,81.9,78.3,,40.2,29.1,62.6,.465,7.59,21.2,.358,16.0,26.4,.608,13.2,39.2,14.3,7.53,3.41,13.3,19.9
255,Robert Morris,33,16,17,.485,-7.99,-6.11,,9,9,,4,6,,9,11,,68.8,70.7,,40.2,24.1,58.5,.411,7.33,22.1,.332,13.4,20.1,.667,11.9,35.6,11.6,7.76,2.73,14.8,20.1
256,Rutgers,34,15,19,.441,5.50,6.83,,3,15,,13,9,,0,9,,65.2,64.8,,40.4,24.4,60.1,.406,4.26,14.7,.290,12.0,18.7,.644,13.1,38.7,9.79,7.06,4.00,11.7,17.1
257,Sacramento State,32,7,25,.219,-8.91,-0.74,,4,14,,6,9,,1,12,,67.4,73.7,,40.2,25.0,56.3,.444,6.31,17.8,.354,11.1,16.2,.684,8.38,32.0,13.1,5.38,3.44,12.0,18.3
258,Sacred Heart,31,10,21,.323,-11.38,-6.98,,5,13,,5,9,,4,11,,68.7,72.2,,40.2,25.7,58.8,.437,5.77,19.3,.299,11.5,17.4,.663,12.1,39.9,12.9,4.81,2.32,14.8,18.4
259,Saint Francis (PA),31,18,13,.581,-6.13,-6.71,,12,6,,11,3,,7,10,,79.0,76.0,,40.6,27.7,59.5,.466,8.06,21.6,.373,15.5,20.3,.762,8.90,33.7,13.4,6.74,2.32,11.6,16.0
260,Saint Joseph's,32,16,16,.500,3.78,1.90,,10,8,,10,3,,4,9,,74.1,72.2,,40.3,25.8,61.0,.423,7.97,23.7,.337,14.5,21.1,.687,9.03,37.5,14.0,6.34,2.84,10.0,15.5
261,Saint Louis,33,17,16,.515,2.58,2.92,,9,9,,12,6,,3,7,,65.8,65.4,,40.2,22.2,52.5,.422,5.61,17.4,.323,15.8,24.3,.652,11.8,36.0,11.9,6.00,4.42,12.7,18.1
262,Saint Mary's (CA),36,30,6,.833,12.86,0.33,,16,2,,18,2,,11,1,,77.0,64.5,,40.4,28.2,54.7,.515,7.89,19.2,.410,12.8,16.6,.769,8.28,33.7,15.5,4.44,2.61,9.92,15.4
263,Saint Peter's,32,14,18,.438,-5.24,-4.36,,6,12,,8,5,,3,12,,65.2,66.0,,40.9,23.1,55.1,.420,7.91,23.4,.337,11.0,15.3,.721,9.13,32.8,11.8,6.59,3.16,13.0,18.8
264,Sam Houston State,36,21,15,.583,-5.14,-4.80,,12,6,,14,2,,5,10,,71.4,68.8,,40.1,25.0,58.8,.426,7.14,21.2,.337,14.3,20.0,.715,12.1,37.7,14.6,6.11,1.72,13.1,19.7
265,Samford,32,10,22,.313,-11.10,-3.37,,6,12,,8,6,,2,14,,77.6,82.5,,40.0,27.2,57.7,.471,9.03,24.2,.373,14.2,18.6,.764,8.25,30.4,16.6,7.19,2.38,13.6,16.5
266,San Diego State NCAA,33,22,11,.667,12.23,3.91,,11,7,,13,2,,5,7,,77.1,67.9,,40.0,27.3,59.6,.459,7.24,21.5,.337,15.2,21.3,.715,11.1,37.9,14.8,6.24,3.24,11.9,17.1
267,San Diego,34,20,14,.588,2.86,0.49,,9,9,,12,7,,8,6,,70.1,66.6,,40.3,23.6,52.2,.452,8.50,23.4,.364,14.5,20.4,.711,7.44,32.9,14.0,5.47,4.06,13.1,20.6
268,San Francisco,39,22,17,.564,1.13,1.63,,9,9,,16,6,,4,9,,68.8,68.7,,40.3,24.4,57.8,.422,8.54,25.3,.338,11.5,17.0,.676,10.1,35.7,13.5,5.38,3.62,11.9,19.1
269,San Jose State,30,4,26,.133,-8.74,2.91,,1,17,,3,11,,1,14,,65.8,75.3,,40.3,23.5,53.9,.436,5.93,16.2,.367,12.9,18.6,.692,9.23,35.8,12.8,4.50,2.30,16.3,19.0
270,Santa Clara,31,11,20,.355,-7.01,0.61,,8,10,,6,11,,5,5,,66.1,71.7,,40.2,23.2,54.0,.429,7.48,22.0,.340,12.3,16.9,.725,7.84,28.6,13.0,5.42,2.35,11.3,17.3
271,Savannah State,32,15,17,.469,-15.36,-5.06,,12,4,,10,2,,4,13,,86.1,93.5,,40.5,29.4,73.4,.400,12.2,40.8,.300,15.1,21.7,.696,13.2,38.2,15.8,9.41,2.78,14.0,19.0
272,Seattle,34,20,14,.588,-2.32,-3.09,,8,6,,16,3,,3,10,,76.1,72.6,,40.4,25.9,58.1,.446,9.18,24.8,.370,15.1,20.5,.738,10.8,38.2,13.6,4.91,3.62,14.2,20.4
273,Seton Hall NCAA,34,22,12,.647,15.67,10.11,,10,8,,14,3,,5,6,,79.4,73.9,,40.3,28.6,61.0,.468,7.35,20.1,.365,15.0,21.4,.698,12.2,38.3,15.5,6.18,3.44,12.7,18.1
274,Siena,32,8,24,.250,-10.46,-2.99,,4,14,,7,8,,1,15,,67.7,75.2,,41.4,23.5,55.9,.420,6.88,18.8,.367,13.8,20.4,.678,11.1,35.8,11.1,4.78,3.25,15.1,20.0
275,South Alabama,32,14,18,.438,-5.43,-2.87,,7,11,,11,4,,2,13,,69.6,69.3,,40.2,23.5,55.8,.421,7.88,24.3,.323,14.8,21.1,.700,9.41,36.4,12.4,5.34,3.94,15.0,19.1
276,South Carolina State,32,10,22,.313,-20.18,-8.78,,6,10,,8,5,,2,16,,73.6,83.1,,40.3,25.9,60.9,.426,6.41,19.2,.334,15.4,22.1,.697,11.4,34.1,11.0,5.28,2.38,13.9,19.1
277,South Carolina Upstate,32,7,25,.219,-17.46,-4.35,,2,12,,6,7,,0,17,,75.8,85.1,,40.3,27.5,63.9,.431,10.3,29.8,.345,10.4,14.4,.726,10.5,33.2,14.0,6.09,2.69,11.6,17.7
278,South Carolina,33,17,16,.515,9.45,9.23,,7,11,,10,5,,4,8,,70.1,69.0,,40.3,22.9,57.5,.398,7.27,21.5,.339,17.0,24.2,.701,12.6,37.2,12.8,5.45,3.18,13.8,20.1
279,South Dakota State NCAA,35,28,7,.800,6.84,-0.38,,13,1,,15,0,,8,5,,84.5,74.3,,40.4,28.7,61.3,.467,10.7,26.5,.403,16.5,21.7,.762,8.86,38.9,13.3,4.91,2.29,10.1,16.1
280,South Dakota,35,26,9,.743,6.17,-2.60,,11,3,,13,2,,9,5,,80.9,68.7,,40.0,29.1,61.0,.476,6.94,19.5,.355,15.9,21.1,.750,10.3,37.7,13.2,6.83,1.97,11.1,16.9
281,South Florida,32,10,22,.313,-7.27,0.05,,3,15,,7,11,,3,10,,63.3,70.6,,40.2,22.1,52.8,.418,6.47,17.9,.361,12.7,17.5,.723,9.66,33.3,11.8,5.09,2.38,14.0,17.1
282,Southeast Missouri State,31,14,17,.452,-8.13,-4.88,,8,10,,7,7,,6,9,,76.0,77.8,,40.3,25.7,55.8,.460,9.32,23.8,.392,15.3,21.0,.729,8.81,32.4,13.6,5.74,1.74,12.5,17.8
283,Southeastern Louisiana,34,22,12,.647,-6.40,-6.20,,15,3,,10,3,,10,7,,71.7,69.3,,40.0,25.5,56.2,.454,7.35,20.9,.351,13.4,20.4,.658,10.6,34.1,14.6,6.62,2.88,13.8,16.7
284,Southern California,36,24,12,.667,12.82,6.29,,12,6,,13,5,,6,5,,77.7,71.2,,40.6,28.4,60.4,.470,8.22,21.9,.376,12.7,18.0,.706,10.3,34.8,15.8,6.33,4.03,10.6,15.8
285,SIU Edwardsville,30,9,21,.300,-12.43,-3.36,,5,13,,4,9,,5,11,,69.7,78.7,,40.0,24.5,58.6,.417,7.07,21.8,.324,13.7,19.3,.707,10.8,34.1,12.4,4.80,2.73,13.6,21.5
286,Southern Illinois,33,20,13,.606,1.37,0.65,,11,7,,13,3,,5,8,,69.9,69.1,,40.6,25.4,55.1,.462,6.52,18.3,.356,12.6,18.1,.696,8.52,32.7,14.1,7.52,3.58,12.7,17.8
287,Southern Methodist,33,17,16,.515,9.08,3.66,,6,12,,13,5,,2,8,,69.5,64.1,,40.0,24.7,55.6,.444,8.52,22.5,.379,11.6,17.0,.686,11.1,33.6,14.4,7.39,3.00,11.6,16.2
288,Southern Mississippi,34,16,18,.471,-4.26,1.31,,7,11,,11,3,,2,11,,70.6,72.0,,40.1,25.6,57.6,.445,7.47,22.0,.339,11.9,16.9,.703,7.47,30.4,14.7,6.97,1.74,9.79,15.5
289,Southern Utah,32,13,19,.406,-7.64,-0.88,,5,13,,9,5,,2,13,,75.5,80.7,,40.3,25.8,59.0,.437,7.91,22.1,.358,16.1,21.8,.738,8.50,33.9,11.7,5.19,3.06,12.8,21.8
290,Southern,33,15,18,.455,-14.54,-9.57,,10,8,,11,3,,4,14,,69.1,71.8,,40.3,23.7,58.7,.403,5.36,15.9,.338,16.4,24.0,.681,13.2,38.9,11.2,5.67,3.67,13.2,19.1
291,St. Bonaventure NCAA,34,26,8,.765,8.87,2.61,,14,4,,13,1,,9,4,,77.1,70.8,,40.6,26.0,57.6,.451,7.50,19.4,.386,17.6,23.4,.752,10.1,35.5,13.9,7.03,3.47,11.5,19.8
292,St. Francis (NY),31,13,18,.419,-12.25,-7.32,,10,8,,10,3,,3,13,,72.9,76.0,,40.6,25.3,60.9,.415,8.74,25.3,.346,13.6,19.1,.712,10.6,33.7,11.5,7.26,2.65,12.6,21.5
293,St. John's (NY),33,16,17,.485,10.29,10.69,,4,14,,9,7,,2,7,,73.1,72.6,,40.8,26.3,60.6,.434,7.03,21.4,.329,13.5,18.2,.741,8.73,33.6,12.8,8.55,5.21,11.9,18.6
294,Stanford,35,19,16,.543,8.08,7.14,,11,7,,14,5,,4,7,,75.9,74.9,,40.3,26.4,57.3,.461,6.66,18.1,.369,16.3,23.9,.685,11.3,39.1,13.4,5.23,3.49,15.0,18.1
295,Stephen F. Austin NCAA,35,28,7,.800,2.67,-6.46,,14,4,,16,1,,9,5,,80.5,68.2,,40.0,28.6,58.8,.486,6.91,18.6,.372,16.5,23.4,.705,11.5,35.7,14.2,10.3,3.06,15.4,21.9
296,Stetson,32,12,20,.375,-12.38,-6.46,,4,10,,7,9,,5,11,,75.4,78.0,,40.3,28.3,64.2,.442,7.81,22.7,.344,10.9,16.2,.672,9.16,34.3,14.7,7.13,2.72,10.9,18.3
297,Stony Brook,32,13,19,.406,-5.09,-2.28,,7,9,,7,7,,6,11,,68.9,70.3,,40.3,24.3,58.3,.417,7.78,23.7,.329,12.4,18.9,.657,11.5,36.0,13.3,8.16,2.94,14.0,20.2
298,Syracuse NCAA,37,23,14,.622,12.89,10.02,,8,10,,14,5,,4,6,,66.6,63.8,,40.5,22.5,53.9,.417,5.62,17.7,.318,16.1,21.8,.736,11.9,37.2,10.7,6.97,5.35,12.4,16.5
299,Temple,33,17,16,.515,7.25,7.79,,8,10,,8,5,,4,10,,69.9,70.5,,40.3,25.6,60.3,.425,8.21,23.5,.350,10.5,15.4,.682,10.2,33.9,12.8,6.67,3.27,10.8,17.6
300,Tennessee-Martin,31,10,21,.323,-10.51,-4.96,,5,13,,5,9,,5,12,,68.9,72.7,,40.5,26.1,58.3,.447,6.77,21.0,.323,9.97,13.7,.725,9.94,35.0,12.6,6.90,3.39,14.5,18.3
301,Tennessee State,30,15,15,.500,-5.34,-2.98,,10,8,,9,5,,6,9,,66.6,67.0,,40.7,22.3,52.5,.425,7.43,22.1,.336,14.5,19.7,.739,8.70,33.0,10.9,7.10,2.87,14.7,18.8
302,Tennessee Tech,33,19,14,.576,-5.83,-3.54,,10,8,,11,3,,5,10,,73.1,72.4,,40.2,25.6,58.3,.439,7.33,21.1,.347,14.6,21.5,.680,10.2,35.6,14.3,7.64,3.27,14.3,19.7
303,Tennessee NCAA,35,26,9,.743,18.20,10.12,,13,5,,13,2,,8,4,,73.8,65.7,,40.3,25.3,57.5,.440,7.80,20.5,.380,15.5,20.4,.757,11.5,36.1,15.7,6.34,4.46,12.1,19.4
304,Texas A&M-Corpus Christi,29,11,18,.379,-12.30,-6.56,,8,10,,7,6,,4,11,,67.7,70.9,,40.3,23.8,54.8,.435,5.14,15.1,.341,14.9,20.8,.716,10.1,34.7,11.1,6.79,2.90,15.9,20.9
305,Texas A&M NCAA,35,22,13,.629,15.30,10.62,,9,9,,13,3,,4,7,,75.2,70.5,,40.0,27.9,60.6,.460,6.57,20.0,.329,12.8,19.4,.661,12.3,41.4,15.4,5.43,5.97,13.6,16.4
306,Texas-Arlington,34,21,13,.618,2.20,-1.43,,10,8,,13,2,,4,10,,77.6,73.5,,40.1,27.3,60.4,.451,8.65,24.1,.359,14.5,21.0,.690,11.1,39.2,16.0,6.74,4.21,14.9,18.1
307,Texas Christian NCAA,33,21,12,.636,16.38,9.68,,9,9,,15,3,,3,7,,82.1,75.4,,40.8,29.7,59.8,.496,8.30,21.0,.395,14.4,20.4,.706,11.2,36.4,18.6,6.48,3.61,12.7,16.8
308,Texas-El Paso,31,11,20,.355,-5.30,-0.20,,6,12,,9,8,,2,8,,67.5,70.9,,40.0,24.3,56.0,.434,7.23,21.5,.336,11.7,17.5,.668,7.00,33.4,10.6,4.16,2.87,12.3,18.6
309,Texas-Rio Grande Valley,33,15,18,.455,-7.71,-2.84,,6,8,,9,7,,6,10,,75.5,78.3,,40.3,25.2,62.5,.404,6.21,20.1,.309,18.8,25.3,.741,11.6,37.6,15.1,7.67,3.33,13.5,21.9
310,Texas-San Antonio,35,20,15,.571,-1.24,-0.93,,11,7,,12,4,,6,8,,78.3,75.1,,40.1,27.8,63.5,.437,10.1,28.0,.361,12.7,18.7,.675,10.9,39.8,14.1,6.23,2.71,12.6,20.1
311,Texas Southern NCAA,36,16,20,.444,-7.53,-5.53,,12,6,,8,2,,5,17,,77.4,79.4,,40.3,25.7,58.6,.438,7.78,21.7,.359,18.3,25.2,.725,10.3,36.1,12.2,5.75,4.03,12.6,17.5
312,Texas State,33,15,18,.455,-5.83,-3.44,,7,11,,7,7,,6,9,,66.4,65.8,,40.3,23.4,54.0,.434,6.48,19.6,.330,13.0,19.7,.661,11.0,34.7,13.6,5.42,2.79,13.4,16.5
313,Texas Tech NCAA,37,27,10,.730,19.38,9.60,,11,7,,17,1,,4,6,,74.6,64.8,,40.3,26.1,56.6,.460,6.81,19.0,.359,15.6,22.2,.704,11.0,36.0,14.3,7.08,4.27,12.3,18.1
314,Texas NCAA,34,19,15,.559,13.96,10.67,,8,10,,13,4,,3,7,,72.1,68.8,,41.5,25.9,59.1,.439,7.21,22.5,.320,13.0,19.5,.665,10.6,35.8,11.6,6.15,4.94,11.7,16.1
315,Toledo,34,23,11,.676,2.65,-1.75,,13,5,,12,4,,9,6,,79.0,74.5,,40.0,26.9,57.4,.467,9.62,24.0,.401,15.7,21.3,.737,9.38,36.9,15.5,3.74,3.97,11.6,15.9
316,Towson,32,18,14,.563,-0.14,-3.14,,8,10,,10,4,,4,9,,76.4,71.2,,40.6,27.8,59.5,.467,6.56,18.2,.361,14.3,20.8,.687,12.4,38.1,11.9,6.53,4.34,12.7,19.8
317,Troy,33,16,17,.485,-1.50,-2.11,,9,9,,10,4,,4,10,,75.0,73.0,,40.3,25.7,58.5,.439,8.85,26.2,.337,14.8,20.1,.736,9.67,36.2,13.2,5.00,3.76,12.4,17.3
318,Tulane,31,14,17,.452,1.21,2.08,,5,13,,9,7,,3,8,,73.2,74.1,,40.3,25.8,57.4,.450,7.48,21.4,.350,14.1,19.8,.713,9.55,34.5,15.6,5.03,4.06,13.2,18.0
319,Tulsa,31,19,12,.613,4.96,2.38,,12,6,,13,2,,4,7,,73.5,70.9,,40.5,24.3,55.8,.436,7.97,22.9,.348,16.8,23.2,.725,11.2,38.0,12.6,4.48,2.19,12.9,16.0
320,UCLA NCAA,33,21,12,.636,12.07,6.86,,11,7,,14,2,,3,7,,81.2,76.0,,40.9,28.1,61.0,.460,9.39,24.6,.381,15.6,21.7,.720,10.2,38.9,15.0,5.58,3.97,12.1,17.9
321,Utah State,34,17,17,.500,2.31,2.65,,8,10,,11,4,,2,12,,73.2,72.5,,40.1,25.4,56.0,.454,9.32,25.6,.364,13.0,18.4,.705,8.53,33.3,13.9,5.00,2.00,13.0,18.1
322,Utah Valley,34,23,11,.676,5.08,-1.76,,10,4,,16,1,,6,9,,78.1,67.9,,40.1,27.2,56.4,.483,7.85,20.4,.386,15.8,21.3,.742,10.4,38.1,16.1,5.97,4.12,13.9,16.4
323,Utah,35,23,12,.657,11.40,6.40,,11,7,,15,3,,6,6,,73.5,68.5,,40.3,25.0,54.4,.460,9.20,24.9,.370,14.2,18.7,.759,7.66,33.5,15.2,5.14,3.29,11.8,16.2
324,Valparaiso,32,15,17,.469,0.63,0.93,,6,12,,8,4,,3,12,,70.4,68.2,,40.0,24.4,54.4,.449,6.66,19.5,.342,14.9,21.1,.708,9.19,34.8,12.5,7.34,3.28,14.7,21.2
325,Vanderbilt,32,12,20,.375,8.52,10.14,,6,12,,11,7,,1,10,,72.4,74.0,,40.3,24.2,55.5,.437,9.03,25.6,.353,14.9,20.1,.743,9.75,33.8,12.3,4.81,3.38,11.8,19.8
326,Vermont,35,27,8,.771,4.89,-3.17,,15,1,,12,2,,12,5,,73.9,65.1,,40.0,25.1,51.5,.488,7.43,18.5,.401,16.3,21.6,.754,7.66,33.1,13.4,3.83,2.54,11.1,15.1
327,Villanova NCAA,40,36,4,.900,26.64,10.24,,14,4,,12,1,,9,3,,86.6,70.2,,40.4,30.5,61.0,.500,11.6,28.9,.401,14.0,17.9,.779,9.63,35.9,16.4,6.47,4.05,10.7,16.1
328,Virginia Commonwealth,33,18,15,.545,3.55,2.42,,9,9,,11,7,,5,5,,76.0,74.8,,40.5,27.9,61.0,.458,8.30,23.6,.352,11.8,17.2,.691,10.4,36.5,15.5,6.36,2.82,13.5,17.0
329,VMI,30,9,21,.300,-15.43,-4.25,,4,14,,6,8,,3,12,,65.1,73.8,,40.0,22.9,57.6,.398,7.50,23.5,.320,11.8,15.9,.740,9.53,34.3,11.9,7.37,2.90,14.7,18.0
330,Virginia Tech NCAA,33,21,12,.636,14.35,6.72,,10,8,,14,4,,6,5,,79.8,72.2,,40.5,28.2,56.5,.499,8.76,22.6,.388,14.6,20.6,.709,7.45,32.7,16.4,5.79,2.24,12.0,15.8
331,Virginia NCAA,34,31,3,.912,22.21,9.07,,17,1,,16,1,,10,1,,67.1,54.0,,40.1,24.9,54.2,.460,7.26,19.0,.383,10.0,13.3,.754,8.29,32.3,13.5,6.82,3.65,8.53,14.1
332,Wagner,33,23,10,.697,-3.19,-6.90,,14,4,,16,1,,7,9,,74.2,68.4,,40.2,25.4,59.5,.427,8.15,23.3,.350,15.2,21.4,.711,13.5,39.1,13.3,6.61,3.91,13.7,22.1
333,Wake Forest,31,11,20,.355,7.76,8.79,,4,14,,7,9,,3,8,,73.3,74.4,,40.0,25.8,58.9,.439,7.77,20.8,.374,13.9,18.8,.738,10.9,35.7,13.9,5.84,3.52,13.1,19.5
334,Washington State,31,12,19,.387,0.67,5.22,,4,14,,8,8,,1,10,,73.2,77.8,,40.3,25.8,57.9,.446,11.0,29.2,.377,10.5,14.3,.736,8.32,32.5,14.5,5.29,2.29,13.6,17.2
335,Washington,34,21,13,.618,7.65,6.06,,10,8,,16,4,,4,6,,74.6,73.0,,40.4,26.5,57.7,.458,6.76,19.5,.346,14.9,21.2,.701,9.65,32.8,11.7,8.06,5.21,13.3,18.8
336,Weber State,31,20,11,.645,0.01,-2.88,,13,5,,12,3,,7,4,,78.5,70.8,,40.5,27.3,55.5,.491,9.03,21.7,.417,14.9,19.5,.766,5.87,33.5,13.9,5.19,3.87,11.9,17.8
337,West Virginia NCAA,37,26,11,.703,19.88,9.36,,11,7,,14,3,,5,5,,80.1,69.6,,40.1,28.0,64.2,.436,8.70,24.6,.353,15.4,20.1,.766,14.1,37.9,15.2,8.14,5.19,11.4,21.6
338,Western Carolina,32,13,19,.406,-11.90,-1.63,,8,10,,8,5,,3,12,,68.4,75.6,,40.0,24.2,58.9,.411,7.31,22.0,.333,12.8,18.7,.683,11.6,34.4,13.3,7.94,2.88,14.9,17.5
339,Western Illinois,28,12,16,.429,-11.07,-2.28,,3,11,,11,5,,1,10,,71.9,71.8,,40.5,26.8,57.4,.466,6.71,18.8,.357,11.6,16.3,.715,7.04,35.4,11.0,4.86,3.89,12.5,15.4
340,Western Kentucky,38,27,11,.711,11.08,3.65,,14,4,,14,3,,9,5,,78.4,70.4,,40.1,28.3,57.4,.492,5.42,15.4,.351,16.4,22.9,.717,9.71,35.7,13.6,7.13,3.68,11.6,15.0
341,Western Michigan,32,17,15,.531,-2.22,-1.99,,9,9,,10,6,,6,7,,75.1,73.4,,40.2,26.4,60.2,.439,7.28,21.2,.344,15.0,20.6,.727,11.1,35.3,12.7,6.53,3.13,10.7,17.5
342,Wichita State NCAA,33,25,8,.758,16.58,5.46,,14,4,,13,3,,9,2,,82.8,71.6,,40.3,29.0,60.9,.476,9.09,23.8,.381,15.7,21.2,.739,12.3,40.5,18.5,4.67,3.85,11.7,17.6
343,William & Mary,31,19,12,.613,-1.36,-1.32,,11,7,,11,3,,7,8,,85.0,81.6,,40.5,29.4,57.5,.511,10.9,25.1,.434,15.5,19.1,.810,6.74,32.9,17.7,5.61,4.03,12.3,17.1
344,Winthrop,31,19,12,.613,-1.63,-5.84,,12,6,,11,3,,7,9,,79.5,71.6,,40.0,27.7,58.2,.476,9.55,25.5,.374,14.5,20.1,.722,9.13,36.3,14.7,6.81,4.65,13.8,17.4
345,Wisconsin,33,15,18,.455,10.38,9.50,,7,11,,11,7,,3,8,,66.8,66.0,,40.2,24.0,53.6,.448,6.55,19.5,.335,12.2,17.5,.699,9.06,30.6,12.5,5.45,3.55,10.7,16.5
346,Wofford,34,21,13,.618,-0.96,-2.45,,11,7,,12,5,,7,7,,75.8,70.7,,40.0,26.5,56.1,.473,10.5,25.4,.413,12.3,15.8,.779,8.00,32.3,15.4,6.47,2.59,12.1,17.2
347,Wright State NCAA,35,25,10,.714,0.58,-3.64,,14,4,,14,2,,8,7,,71.4,65.9,,40.3,24.9,57.7,.432,6.77,20.1,.337,14.8,20.7,.715,10.2,36.2,13.1,6.60,2.20,13.1,15.9
348,Wyoming,33,20,13,.606,4.26,3.54,,10,8,,13,4,,5,7,,79.8,78.7,,41.4,26.5,59.4,.446,9.21,26.7,.345,17.7,23.9,.738,7.00,34.8,15.7,6.52,3.94,13.6,19.8
349,Xavier NCAA,35,29,6,.829,19.08,9.45,,15,3,,17,1,,9,2,,84.4,74.7,,40.4,28.9,58.7,.492,7.83,21.0,.372,18.8,24.1,.779,9.86,38.3,16.5,5.86,3.11,12.6,17.2
350,Yale,31,16,15,.516,-4.19,-2.83,,9,5,,9,3,,7,11,,74.6,73.8,,40.3,26.8,58.0,.462,8.13,24.5,.332,12.8,17.8,.722,8.87,33.9,16.4,6.58,3.06,13.1,17.5
351,Youngstown State,32,8,24,.250,-13.66,-2.56,,6,12,,6,6,,2,13,,75.3,82.7,,40.3,28.2,65.9,.427,7.34,22.3,.330,11.6,18.2,.636,14.3,36.2,13.9,8.31,3.94,14.4,21.0
