,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
237,Oklahoma NCAA,25,15,10,.600,13.73,8.21,,9,8,,10,3,,4,7,,74.8,69.2,,40.6,26.8,60.7,.442,8.00,23.6,.338,13.2,17.7,.744,9.88,36.3,13.4,7.36,3.44,11.1,14.4
238,Old Dominion,23,15,8,.652,-0.73,-0.50,,11,5,,9,1,,6,6,,68.3,67.7,,40.2,25.5,56.8,.448,4.91,17.0,.288,12.4,18.0,.692,9.74,35.9,12.1,7.48,3.74,12.7,15.9
239,Oral Roberts NCAA,26,16,10,.615,-0.76,-2.58,,10,5,,8,3,,5,7,,81.8,75.8,,40.0,28.2,62.2,.454,11.3,29.0,.390,14.0,17.0,.824,8.42,35.2,12.7,6.38,4.08,11.5,17.7
240,Oregon State NCAA,29,17,12,.586,7.55,7.69,,10,10,,10,6,,4,6,,70.7,68.3,,40.3,24.6,56.4,.435,7.00,19.8,.353,14.6,19.2,.758,10.3,33.7,14.7,6.07,3.31,11.3,18.9
241,Oregon NCAA,26,20,6,.769,13.62,6.66,,14,4,,11,2,,7,2,,74.4,67.4,,40.0,27.5,58.3,.472,8.38,22.1,.379,11.0,15.6,.704,9.15,33.0,13.4,7.46,3.62,11.4,15.7
242,Pacific,18,9,9,.500,1.60,4.19,,6,7,,6,2,,3,6,,69.8,70.7,,40.8,26.6,60.7,.438,5.17,17.3,.299,11.4,16.8,.679,10.1,34.6,12.9,6.44,3.39,11.9,18.6
243,Penn State,25,11,14,.440,14.73,15.09,,7,12,,7,5,,3,8,,72.6,73.0,,40.4,25.5,62.5,.408,8.84,26.2,.338,12.8,17.4,.738,12.2,36.5,13.4,7.92,2.36,11.4,17.8
244,Pennsylvania,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,
245,Pepperdine,24,12,12,.500,3.61,5.07,,7,6,,7,5,,3,5,,76.3,74.6,,40.8,27.1,59.4,.456,7.00,21.7,.322,15.1,19.3,.780,8.04,34.8,15.9,6.29,2.92,13.3,19.3
246,Pittsburgh,22,10,12,.455,8.77,7.73,,6,10,,7,6,,3,5,,71.2,70.1,,40.0,25.2,58.3,.432,6.55,19.4,.338,14.3,21.5,.664,12.7,38.3,14.6,6.05,3.77,12.6,17.3
247,Portland State,22,9,13,.409,-7.88,-6.22,,6,8,,7,6,,2,6,,68.7,66.5,,40.2,24.2,60.7,.399,6.91,23.5,.294,13.5,19.9,.677,13.0,37.8,11.2,8.27,3.00,13.9,20.1
248,Portland,21,6,15,.286,-13.99,3.67,,0,11,,5,8,,1,6,,69.5,83.2,,40.2,23.2,56.5,.411,7.29,21.5,.339,15.7,20.3,.775,6.57,28.6,11.9,6.29,2.90,13.9,16.2
249,Prairie View,21,16,5,.762,-8.49,-15.54,,13,0,,8,0,,5,3,,71.3,64.2,,40.0,27.0,60.2,.448,6.62,21.8,.304,10.7,16.3,.655,11.2,35.2,15.9,9.62,4.24,13.7,20.6
250,Presbyterian,22,7,15,.318,-13.41,-8.46,,5,12,,5,6,,2,9,,64.1,67.1,,40.2,22.7,54.5,.416,5.82,19.0,.306,13.0,18.9,.685,11.3,33.6,10.7,7.00,2.23,15.2,20.0
251,Princeton,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,
252,Providence,26,13,13,.500,9.93,9.81,,9,10,,8,3,,4,7,,69.8,69.7,,40.8,25.3,58.8,.430,6.31,19.7,.320,13.0,18.6,.700,10.6,35.7,13.5,5.65,3.00,11.8,17.0
253,Purdue NCAA,27,18,9,.667,17.29,12.47,,13,6,,11,1,,5,6,,71.1,66.3,,40.2,25.5,56.6,.451,7.11,21.2,.335,13.0,18.2,.711,10.9,37.6,14.3,5.19,3.41,12.6,17.5
254,Quinnipiac,22,9,13,.409,-8.32,-6.82,,7,10,,8,5,,1,5,,67.5,69.0,,40.7,23.0,57.2,.401,7.68,23.7,.324,13.9,20.2,.688,7.73,36.0,12.7,5.59,4.55,14.2,19.1
255,Radford,27,15,12,.556,-5.60,-6.00,,12,6,,9,5,,6,6,,67.6,64.6,,40.7,23.9,52.1,.457,5.85,18.7,.313,14.1,20.7,.681,11.0,37.0,11.1,6.07,1.78,14.9,15.7
256,Rhode Island,25,10,15,.400,6.08,5.72,,7,10,,6,3,,2,9,,71.4,71.1,,40.8,25.4,57.4,.442,5.72,18.3,.312,14.9,22.3,.668,10.6,38.5,12.1,6.56,4.56,14.1,17.8
257,Rice,28,15,13,.536,-3.76,-1.52,,6,10,,9,3,,3,9,,73.9,73.6,,40.0,26.1,59.3,.440,10.2,28.6,.358,11.4,15.6,.731,9.43,37.0,15.1,5.46,2.14,15.1,13.9
258,Richmond,21,13,8,.619,9.55,5.55,,6,5,,6,4,,5,3,,75.0,69.2,,40.0,27.4,57.8,.474,7.43,21.0,.354,12.8,17.5,.730,6.43,30.2,14.5,8.86,2.10,10.6,15.2
259,Rider,23,6,17,.261,-11.55,-5.07,,5,13,,1,8,,4,8,,67.5,74.0,,40.2,24.5,57.3,.428,6.30,17.9,.353,12.2,16.6,.733,8.96,33.3,12.3,5.09,2.04,12.7,18.7
260,Robert Morris,19,4,15,.211,-12.37,-4.70,,3,12,,3,6,,1,9,,72.3,78.6,,41.6,27.3,61.5,.443,7.47,20.7,.360,10.3,15.7,.656,10.9,34.0,15.7,6.53,3.00,13.4,18.3
261,Rutgers NCAA,26,15,11,.577,15.18,13.45,,10,10,,10,4,,4,6,,70.0,68.2,,40.2,26.8,59.4,.451,6.04,19.4,.311,10.4,16.4,.632,9.77,35.3,13.8,7.81,5.23,11.3,17.7
262,Sacramento State,20,8,12,.400,-9.08,-4.97,,5,9,,5,3,,3,8,,72.2,72.1,,40.8,26.6,57.9,.459,6.65,18.1,.367,12.4,18.3,.679,9.35,31.4,12.8,6.90,2.25,10.1,17.8
263,Sacred Heart,18,9,9,.500,-10.23,-5.51,,9,7,,4,3,,5,6,,70.3,75.0,,40.8,23.9,58.1,.412,7.94,24.1,.329,14.4,19.5,.741,10.8,35.9,13.4,4.89,2.11,12.9,16.6
264,Saint Francis (PA),22,6,16,.273,-8.47,-3.97,,5,13,,4,6,,2,10,,68.9,73.4,,40.5,24.6,57.5,.427,5.86,19.0,.309,13.8,19.4,.714,10.4,35.4,12.8,5.77,2.14,14.2,17.2
265,Saint Joseph's,20,5,15,.250,-3.54,6.91,,3,9,,3,3,,1,9,,72.2,82.6,,41.3,25.3,61.9,.409,9.55,30.4,.314,12.0,16.6,.725,8.25,33.8,14.3,6.00,1.80,14.1,17.9
266,Saint Louis,20,14,6,.700,12.95,2.60,,6,4,,12,1,,1,4,,75.3,65.0,,40.0,27.9,60.3,.464,6.55,18.6,.352,12.9,18.4,.703,12.4,38.7,17.6,7.05,3.15,12.1,17.1
267,Saint Mary's (CA),23,14,9,.609,7.47,5.69,,4,6,,9,3,,2,3,,64.1,62.3,,40.0,23.4,55.6,.421,6.13,21.0,.293,11.2,15.4,.729,8.61,34.4,10.5,6.17,3.13,11.3,16.8
268,Saint Peter's,25,14,11,.560,-4.66,-6.38,,10,8,,8,3,,4,7,,63.2,61.5,,40.0,22.2,55.4,.400,6.16,19.1,.323,12.6,18.1,.698,11.0,37.0,11.7,8.04,5.32,14.8,20.0
269,Sam Houston State,28,19,9,.679,-3.44,-5.02,,13,3,,12,1,,7,6,,79.6,70.3,,40.0,28.5,62.8,.453,9.11,25.5,.357,13.6,19.6,.692,11.4,36.9,15.5,8.46,3.14,14.4,20.2
270,Samford,19,6,13,.316,-8.54,-1.24,,2,9,,4,5,,2,7,,76.8,79.5,,40.8,28.5,64.1,.444,7.95,25.5,.312,11.9,17.4,.686,11.7,39.7,14.9,6.79,2.47,16.2,20.9
271,San Diego State NCAA,27,23,4,.852,14.63,2.20,,14,3,,13,2,,6,2,,74.1,60.6,,40.2,25.7,56.6,.455,8.48,22.6,.375,14.1,19.5,.723,9.70,35.9,13.9,8.26,2.85,11.3,18.6
272,San Diego,14,3,11,.214,-6.49,4.36,,2,7,,0,5,,3,5,,66.2,77.1,,40.4,25.1,60.5,.416,5.86,19.3,.304,10.1,15.5,.650,8.00,33.5,13.2,6.71,3.43,13.2,18.0
273,San Francisco,25,11,14,.440,5.16,3.00,,4,9,,3,5,,4,6,,71.4,69.3,,40.0,25.9,60.6,.427,10.4,30.4,.341,9.32,13.0,.717,9.04,33.3,11.8,7.16,3.24,11.7,19.3
274,San Jose State,21,5,16,.238,-17.60,0.98,,2,12,,4,6,,0,8,,65.8,81.4,,40.0,23.5,59.9,.392,7.48,23.5,.318,11.3,17.3,.654,8.24,34.4,10.1,4.71,2.71,12.6,16.6
275,Santa Clara,20,12,8,.600,-1.26,0.95,,4,5,,6,3,,4,3,,69.7,70.6,,40.0,24.3,56.0,.434,5.50,17.9,.306,15.6,22.8,.684,8.20,36.5,12.0,4.40,3.90,13.0,17.9
276,Seattle,23,12,11,.522,-6.66,-4.92,,4,5,,6,3,,3,6,,72.9,68.6,,40.2,25.8,62.0,.416,8.09,25.8,.314,13.3,18.1,.733,10.3,33.7,11.5,6.57,3.48,10.7,18.9
277,Seton Hall,27,14,13,.519,12.04,10.45,,10,9,,7,4,,6,7,,71.3,69.7,,40.6,24.9,56.5,.441,6.67,20.8,.321,14.7,20.1,.732,10.2,34.9,12.9,6.30,4.37,13.0,16.4
278,Siena,17,12,5,.706,-3.29,-7.88,,12,4,,6,2,,6,2,,67.6,63.0,,40.0,24.2,52.6,.460,6.35,18.5,.344,12.9,19.6,.658,8.94,34.9,12.6,5.53,3.29,12.9,15.5
279,South Alabama,28,17,11,.607,-5.66,-5.49,,10,7,,10,5,,6,5,,74.1,70.9,,40.5,25.5,57.9,.441,9.14,25.3,.362,13.9,19.4,.718,9.61,35.6,11.2,7.14,3.25,11.9,15.5
280,South Carolina State,18,1,17,.056,-24.36,-7.03,,1,7,,1,6,,0,11,,61.2,78.6,,40.0,22.3,57.4,.388,6.83,21.6,.317,9.83,15.8,.621,9.72,31.3,9.89,5.89,2.78,17.3,18.6
281,South Carolina Upstate,23,5,18,.217,-13.13,-4.63,,5,11,,3,8,,2,10,,65.9,74.4,,40.0,23.4,55.2,.424,7.43,22.1,.337,11.7,16.2,.720,8.09,31.2,12.0,6.22,2.48,14.1,18.5
282,South Carolina,21,6,15,.286,3.79,10.41,,4,12,,3,6,,2,7,,72.5,79.1,,40.0,27.0,65.0,.415,6.76,22.2,.305,11.9,18.1,.654,12.8,36.0,13.3,8.38,3.67,14.9,19.1
283,South Dakota State,23,16,7,.696,2.63,-2.69,,9,3,,8,1,,4,2,,80.4,73.5,,40.0,28.5,57.2,.498,8.04,19.9,.404,15.4,21.6,.716,7.74,35.7,14.2,5.52,3.09,12.3,16.1
284,South Dakota,25,14,11,.560,-1.81,-4.06,,11,4,,7,2,,5,4,,76.0,72.2,,40.0,27.0,57.5,.469,7.44,19.1,.389,14.6,18.7,.780,7.20,34.8,14.0,4.56,2.44,10.7,18.7
285,South Florida,22,9,13,.409,0.10,6.39,,4,10,,4,6,,3,4,,65.9,71.4,,40.2,23.5,58.0,.404,6.27,19.2,.327,12.7,19.9,.637,12.5,37.8,11.4,5.27,2.82,14.0,17.2
286,Southeast Missouri State,27,11,16,.407,-9.83,-7.16,,9,11,,7,6,,3,9,,69.0,71.7,,41.1,23.3,54.4,.429,7.59,21.6,.352,14.8,22.0,.671,9.56,35.1,13.9,6.85,2.37,15.4,19.0
287,Southeastern Louisiana,26,8,18,.308,-17.62,-8.24,,5,11,,3,4,,4,13,,68.3,77.7,,40.6,22.7,57.6,.395,6.81,23.3,.292,16.0,23.6,.678,12.1,34.1,10.0,6.92,2.46,15.9,19.6
288,Southern California NCAA,29,22,7,.759,17.27,7.61,,15,5,,13,2,,7,3,,74.8,65.1,,40.7,27.2,58.2,.467,6.31,18.1,.348,14.1,21.8,.647,12.2,39.5,13.7,4.79,5.28,12.4,15.5
289,SIU Edwardsville,26,9,17,.346,-14.53,-5.61,,7,12,,2,8,,6,7,,65.7,73.0,,40.0,23.8,54.0,.441,6.00,18.8,.318,12.1,17.8,.680,8.69,32.8,13.0,5.88,4.65,15.9,16.8
290,Southern Illinois,26,12,14,.462,-3.48,0.80,,5,13,,8,5,,3,8,,65.5,68.1,,40.4,23.6,52.4,.451,8.08,21.5,.375,10.2,15.4,.665,5.35,29.7,13.5,6.15,1.85,12.0,14.2
291,Southern Methodist,16,11,5,.688,11.14,4.14,,7,4,,6,2,,5,2,,74.1,67.1,,40.0,26.6,58.9,.451,7.50,22.1,.339,13.4,18.4,.729,10.6,37.3,15.1,6.19,4.50,14.3,17.4
292,Southern Mississippi,25,8,17,.320,-6.88,-2.10,,4,13,,6,7,,2,9,,64.2,66.7,,40.2,24.1,55.8,.432,5.36,16.8,.318,10.6,15.7,.676,8.32,35.1,12.1,5.92,2.08,14.1,15.9
293,Southern Utah,24,20,4,.833,-0.70,-7.02,,12,2,,14,0,,5,3,,84.2,69.5,,40.2,29.1,61.5,.474,8.79,25.8,.341,17.2,23.0,.748,11.0,39.4,14.1,7.00,2.63,12.1,16.9
294,Southern,19,8,11,.421,-13.71,-13.28,,8,6,,5,2,,3,7,,69.8,70.3,,40.8,24.5,56.7,.432,5.47,16.9,.323,15.4,22.9,.672,9.68,36.3,14.1,8.16,2.58,16.3,20.6
295,St. Bonaventure NCAA,20,16,4,.800,15.15,5.00,,11,4,,8,1,,4,3,,70.5,60.4,,40.0,26.1,58.0,.449,6.55,18.5,.354,11.8,16.1,.734,11.4,37.3,14.8,6.00,3.90,11.1,15.3
296,St. Francis (NY),19,9,10,.474,-8.26,-6.42,,9,9,,4,6,,5,4,,77.7,79.5,,40.3,28.5,63.9,.446,6.21,18.7,.331,14.4,19.6,.735,11.4,36.2,14.3,8.05,3.47,12.1,20.2
297,St. John's (NY),27,16,11,.593,10.27,8.05,,10,9,,11,3,,4,6,,79.0,76.7,,40.6,28.9,64.6,.447,7.41,21.5,.344,13.9,18.5,.749,11.2,36.0,16.3,9.11,3.89,12.6,18.2
298,Stanford,27,14,13,.519,8.11,7.96,,10,10,,5,4,,6,6,,69.7,69.6,,40.7,25.1,54.1,.464,5.37,16.7,.322,14.1,19.7,.717,7.74,33.5,12.3,7.07,3.41,14.9,16.6
299,Stephen F. Austin,21,16,5,.762,-1.87,-8.71,,13,3,,10,1,,6,4,,80.3,70.7,,40.5,29.6,56.9,.521,4.76,14.1,.337,16.3,24.0,.680,11.6,35.7,15.8,9.48,3.48,16.6,20.0
300,Stetson,25,11,14,.440,-7.38,-4.57,,7,9,,7,5,,3,8,,72.0,70.7,,40.2,25.7,58.8,.437,9.44,24.9,.379,11.2,16.0,.698,10.4,34.8,14.0,7.12,2.72,13.2,16.2
301,Stony Brook,23,9,14,.391,-5.27,-3.86,,7,9,,5,5,,4,8,,66.2,65.6,,40.4,23.6,57.3,.412,6.09,20.6,.296,12.9,18.9,.682,11.4,38.0,12.1,5.61,4.96,13.8,16.8
302,Syracuse NCAA,25,16,9,.640,13.75,8.63,,9,7,,13,1,,2,7,,75.8,70.7,,40.2,27.0,61.4,.441,8.12,24.0,.338,13.6,17.4,.784,10.9,35.9,15.3,8.72,4.92,11.2,14.5
303,Tarleton State,20,10,10,.500,-8.17,-3.91,,5,7,,6,3,,4,7,,73.3,62.3,,40.0,26.5,56.5,.469,5.50,14.6,.378,14.8,20.6,.721,8.50,31.9,14.7,10.4,2.65,11.6,19.6
304,Temple,16,5,11,.313,2.77,5.77,,4,10,,3,5,,2,5,,65.8,68.8,,40.0,21.8,54.3,.401,7.19,21.0,.342,15.1,21.1,.716,9.25,36.3,13.4,4.19,2.44,13.3,17.6
305,Tennessee-Martin,24,8,16,.333,-19.02,-5.49,,6,14,,6,7,,2,9,,65.5,77.0,,40.4,23.2,58.0,.399,6.88,20.6,.333,12.3,17.0,.719,10.8,32.3,12.0,7.17,2.58,14.3,17.9
306,Tennessee State,23,4,19,.174,-13.65,-6.79,,3,17,,4,8,,0,11,,68.4,74.0,,40.4,24.7,58.3,.423,6.00,20.9,.288,13.0,19.0,.683,9.35,33.7,11.7,7.39,3.17,15.3,20.8
307,Tennessee Tech,27,5,22,.185,-13.63,-3.34,,5,15,,5,6,,0,16,,66.6,76.9,,40.2,24.3,56.2,.432,7.70,24.0,.321,10.3,15.2,.676,9.07,33.6,14.1,6.52,2.30,15.9,15.9
308,Tennessee NCAA,26,18,8,.692,18.06,8.79,,10,7,,13,3,,4,4,,72.5,63.2,,40.0,25.4,57.3,.443,6.65,19.7,.338,15.0,20.1,.746,10.8,35.9,15.0,7.23,4.92,12.5,16.5
309,Texas A&M-Corpus Christi,24,5,19,.208,-16.95,-6.29,,2,13,,4,8,,1,10,,64.8,71.5,,40.0,22.6,54.0,.418,6.38,19.3,.330,13.2,19.3,.685,8.58,34.0,12.8,6.88,3.08,16.7,17.7
310,Texas A&M,18,8,10,.444,2.31,4.97,,2,8,,6,4,,2,4,,64.3,66.9,,40.0,22.3,53.7,.415,6.50,21.7,.299,13.2,18.2,.726,11.0,33.4,12.1,6.89,1.89,14.7,16.9
311,Texas-Arlington,26,13,13,.500,-7.20,-4.55,,9,8,,9,4,,3,8,,73.7,70.3,,40.2,26.0,63.8,.408,9.04,25.3,.357,12.6,17.1,.736,11.7,37.5,13.6,8.23,4.69,12.0,16.7
312,Texas Christian,26,12,14,.462,2.83,7.21,,5,11,,6,7,,3,6,,66.8,71.2,,40.2,24.0,54.9,.438,6.73,19.9,.338,12.0,17.8,.672,9.81,34.6,13.0,6.04,3.50,14.2,15.7
313,Texas-El Paso,24,12,12,.500,0.90,1.09,,8,8,,10,2,,2,9,,70.8,68.5,,40.2,25.3,59.7,.425,7.13,21.8,.326,13.0,17.3,.748,8.75,34.5,11.9,6.25,2.79,10.9,17.5
314,Texas-Rio Grande Valley,19,9,10,.474,-10.22,-5.82,,2,5,,8,3,,1,6,,72.4,67.7,,40.0,25.1,61.3,.409,6.63,22.6,.294,15.7,24.6,.637,13.5,39.1,15.2,8.89,4.26,14.8,21.5
315,Texas-San Antonio,26,15,11,.577,-1.41,-0.36,,9,7,,12,2,,2,8,,78.8,73.3,,40.0,29.5,66.0,.447,8.04,24.0,.334,11.7,15.4,.761,11.5,38.5,14.7,6.19,3.19,11.6,18.3
316,Texas Southern NCAA,24,16,8,.667,-7.48,-10.96,,10,3,,8,2,,5,6,,74.8,69.7,,40.2,27.1,60.1,.450,4.58,16.6,.276,16.0,23.0,.699,12.3,41.6,12.4,7.17,4.63,16.0,18.0
317,Texas State,25,18,7,.720,-3.93,-7.45,,12,3,,8,3,,9,3,,66.4,61.7,,40.6,25.2,54.4,.463,5.56,14.6,.380,10.5,14.9,.707,9.24,32.8,13.2,6.84,2.92,13.3,16.8
318,Texas Tech NCAA,27,17,10,.630,16.54,6.91,,9,8,,11,4,,5,4,,73.0,63.4,,40.4,25.4,57.4,.443,6.22,18.0,.346,16.0,22.5,.711,11.7,35.1,13.0,7.26,4.07,11.0,17.4
319,Texas NCAA,26,19,7,.731,16.24,9.81,,11,6,,8,5,,6,2,,75.2,68.8,,40.6,26.3,57.9,.454,8.65,24.3,.357,14.0,19.7,.708,11.0,38.7,13.1,6.54,3.88,14.2,19.8
320,Toledo,29,21,8,.724,7.62,-1.48,,15,4,,12,1,,7,5,,81.6,72.5,,40.5,28.6,62.4,.458,10.6,28.2,.377,13.8,17.8,.779,10.7,37.8,16.0,6.10,2.45,11.0,15.3
321,Towson,18,4,14,.222,-9.02,-1.52,,3,9,,4,4,,0,6,,67.4,74.9,,40.6,24.1,58.6,.411,5.00,17.3,.289,14.2,19.6,.727,12.5,37.0,9.44,5.00,2.78,12.4,17.7
322,Troy,28,11,17,.393,-11.63,-3.63,,4,12,,7,4,,2,11,,65.3,69.4,,40.2,22.7,57.0,.398,6.11,22.1,.276,13.8,19.8,.695,10.8,37.7,11.4,6.25,3.11,14.9,17.1
323,Tulane,23,10,13,.435,1.04,3.60,,4,12,,6,6,,3,6,,63.9,66.5,,40.0,21.1,55.2,.383,6.57,22.0,.298,15.1,20.2,.746,8.30,32.7,11.7,7.48,3.09,11.2,15.7
324,Tulsa,23,11,12,.478,4.22,5.46,,7,9,,7,5,,4,4,,68.4,65.6,,40.0,24.6,54.9,.448,6.91,21.9,.315,12.3,18.1,.678,8.87,34.0,14.2,6.35,2.00,13.3,16.5
325,UCLA NCAA,26,17,9,.654,12.41,8.06,,13,6,,11,1,,5,6,,72.8,68.5,,41.2,26.4,57.1,.462,6.65,18.1,.367,13.4,18.6,.721,9.88,35.0,13.6,5.08,2.65,11.2,16.0
326,Utah State NCAA,28,20,8,.714,11.25,0.76,,13,4,,10,2,,5,3,,73.3,62.3,,40.0,26.8,60.1,.446,6.46,19.2,.336,13.2,18.1,.726,12.6,40.8,16.3,6.79,4.86,13.6,15.1
327,Utah Valley,22,11,11,.500,-4.38,-2.58,,9,4,,8,4,,3,6,,74.2,74.3,,40.2,26.9,56.6,.475,5.27,15.2,.346,15.1,23.9,.631,10.9,38.8,16.8,5.23,4.59,15.0,19.6
328,Utah,25,12,13,.480,9.38,7.06,,8,11,,8,5,,3,7,,72.1,69.8,,40.4,26.2,55.9,.469,6.88,19.4,.355,12.8,16.1,.792,7.40,31.3,15.1,5.44,3.40,12.9,16.8
329,Valparaiso,28,10,18,.357,-3.91,1.43,,7,11,,6,6,,4,11,,65.0,67.9,,40.4,23.6,56.3,.419,6.75,22.7,.298,11.1,15.3,.727,7.00,32.9,12.7,6.54,3.46,12.4,15.9
330,Vanderbilt,25,9,16,.360,6.64,7.24,,3,13,,6,7,,2,8,,71.8,72.4,,40.0,24.4,56.6,.430,9.32,26.7,.349,13.7,18.6,.736,9.84,33.7,12.7,7.00,2.60,13.8,17.6
331,Vermont,15,10,5,.667,2.79,-6.81,,10,4,,6,3,,4,2,,73.0,63.4,,40.7,25.5,55.2,.463,7.73,22.5,.344,14.2,18.2,.780,8.40,34.9,14.1,5.00,2.60,12.2,17.7
332,Villanova NCAA,22,16,6,.727,18.08,9.67,,11,4,,9,0,,4,4,,75.5,67.1,,40.2,26.4,58.7,.450,9.23,26.2,.352,13.5,17.6,.765,9.59,34.3,15.3,5.32,1.45,9.05,15.5
333,Virginia Commonwealth NCAA,26,19,7,.731,12.28,5.74,,10,4,,12,2,,5,3,,71.7,65.2,,40.2,25.3,56.2,.451,6.46,19.6,.329,14.5,19.1,.761,9.15,34.2,13.3,9.23,5.38,14.6,18.7
334,VMI,25,13,12,.520,0.14,-0.23,,7,7,,11,1,,1,10,,80.0,75.9,,40.4,28.2,60.7,.465,10.8,28.4,.380,12.8,16.5,.772,8.12,38.5,15.7,5.36,3.00,12.6,14.6
335,Virginia Tech NCAA,21,15,6,.714,13.68,7.06,,9,4,,10,2,,3,3,,72.1,65.5,,40.5,25.4,56.3,.451,8.24,23.1,.357,13.0,18.7,.697,9.43,35.1,14.4,4.76,3.95,11.7,16.1
336,Virginia NCAA,24,18,6,.750,16.66,8.49,,13,4,,10,1,,6,3,,68.6,60.5,,40.2,25.3,52.8,.480,8.50,22.3,.381,9.46,11.6,.817,6.54,31.8,14.0,4.92,4.33,9.42,12.9
337,Wagner,20,13,7,.650,-3.37,-5.92,,13,5,,7,3,,6,4,,71.3,68.7,,40.8,26.6,60.3,.442,5.85,18.4,.318,12.1,16.9,.718,12.3,35.6,12.9,7.35,2.55,12.3,20.3
338,Wake Forest,22,6,16,.273,2.72,9.05,,3,15,,5,6,,1,9,,66.3,72.0,,40.2,22.8,55.5,.410,8.86,25.5,.347,11.9,16.3,.727,9.00,32.6,11.5,6.18,2.18,13.6,16.6
339,Washington State,27,14,13,.519,5.82,4.64,,7,12,,11,5,,3,6,,68.6,67.4,,41.1,23.4,57.0,.411,7.70,22.6,.341,14.0,19.8,.710,11.3,38.0,12.1,6.19,3.52,15.3,18.4
340,Washington,26,5,21,.192,-0.55,9.18,,4,16,,4,7,,1,9,,67.7,77.4,,40.0,24.7,58.2,.424,7.58,22.8,.332,10.8,15.3,.705,8.19,31.2,10.8,6.08,3.62,13.7,18.2
341,Weber State,23,17,6,.739,1.90,-6.45,,12,3,,11,0,,6,5,,81.8,69.3,,40.0,28.5,56.5,.505,8.39,21.6,.389,16.3,20.8,.787,6.43,32.8,15.0,6.70,3.00,12.5,16.3
342,West Virginia NCAA,27,18,9,.667,15.86,10.67,,11,6,,8,5,,7,2,,77.3,72.1,,40.6,26.3,61.5,.428,7.26,20.3,.357,17.4,24.2,.717,13.4,38.1,13.8,7.48,2.85,12.1,16.4
343,Western Carolina,27,11,16,.407,-6.92,-1.52,,4,13,,6,5,,4,9,,75.5,78.9,,40.9,26.5,58.4,.454,8.37,24.5,.341,14.1,19.4,.726,7.81,34.4,13.3,4.93,2.78,14.1,16.9
344,Western Illinois,22,7,15,.318,-12.84,-4.98,,5,9,,2,5,,4,9,,73.0,79.4,,40.0,25.0,61.9,.404,7.14,22.6,.316,15.9,22.2,.715,11.7,38.1,10.2,5.27,3.05,13.0,20.2
345,Western Kentucky,27,20,7,.741,5.41,0.18,,11,3,,11,2,,5,3,,73.1,67.9,,40.4,25.4,56.0,.453,6.33,18.4,.345,16.0,20.3,.790,10.5,37.9,13.3,6.59,4.48,14.9,14.2
346,Western Michigan,21,5,16,.238,-10.61,-0.31,,4,12,,2,9,,3,7,,63.1,72.0,,40.0,23.8,54.9,.433,6.71,20.3,.330,8.86,13.9,.639,7.95,33.8,11.7,4.43,2.00,14.5,16.5
347,Wichita State NCAA,21,16,5,.762,9.43,6.80,,11,2,,10,2,,5,2,,72.4,67.4,,40.5,24.5,60.0,.408,8.33,24.4,.342,15.1,21.9,.689,12.0,38.0,13.3,6.10,3.57,11.3,15.7
348,William & Mary,17,7,10,.412,-10.32,-3.09,,4,6,,1,3,,5,6,,64.8,72.0,,40.3,22.8,55.8,.409,5.76,20.1,.287,13.4,17.8,.749,10.0,33.8,10.8,5.29,3.29,13.6,15.6
349,Winthrop NCAA,24,23,1,.958,5.10,-7.65,,17,1,,11,1,,10,0,,79.5,66.8,,40.0,28.1,61.0,.461,8.46,24.0,.353,14.9,21.8,.686,13.0,40.3,15.0,7.75,2.38,14.2,18.2
350,Wisconsin NCAA,29,17,12,.586,17.82,12.51,,10,10,,11,5,,5,6,,69.6,64.3,,40.3,24.5,58.2,.421,8.55,23.8,.360,12.0,15.7,.767,8.31,33.5,13.3,5.86,3.79,8.93,16.2
351,Wofford,24,15,9,.625,2.19,0.19,,12,5,,9,3,,6,4,,74.3,67.8,,40.2,26.9,57.3,.470,10.3,28.8,.355,10.3,14.5,.705,9.00,34.5,14.6,6.67,2.00,12.8,15.8
352,Wright State,24,18,6,.750,7.73,-6.82,,16,4,,9,4,,9,2,,82.0,67.4,,40.2,29.6,61.3,.483,7.46,20.2,.370,15.3,21.2,.724,11.8,42.3,15.4,5.88,3.63,13.1,13.7
353,Wyoming,25,14,11,.560,-1.48,-2.56,,5,9,,7,5,,4,5,,76.6,75.5,,40.4,26.0,57.7,.450,10.0,28.2,.357,14.6,20.4,.719,8.12,32.6,14.0,5.80,2.16,11.2,18.7
354,Xavier,21,13,8,.619,11.95,7.33,,6,7,,11,2,,2,5,,74.8,70.2,,40.5,28.0,61.2,.458,7.71,23.7,.325,11.0,15.9,.694,9.52,37.7,17.6,6.90,4.05,11.2,15.5
355,Yale,0,0,0,,,,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,
