,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,Abilene Christian NCAA,34,27,7,.794,-1.91,-7.34,,14,4,,13,2,,10,4,,73.6,63.6,,40.3,26.4,56.2,.469,7.38,19.4,.380,13.4,18.9,.712,9.56,32.6,15.4,8.74,2.74,12.0,18.7
2,Air Force,32,14,18,.438,-4.28,0.24,,8,10,,9,6,,3,9,,68.1,71.7,,40.6,25.1,55.5,.452,7.31,22.2,.329,10.7,15.7,.678,7.91,33.7,13.6,4.81,1.78,13.2,17.0
3,Akron,33,17,16,.515,4.86,1.09,,8,10,,14,3,,1,10,,68.8,63.8,,40.2,24.2,59.0,.409,9.00,28.2,.320,11.5,16.3,.705,9.45,36.5,12.1,5.61,3.21,11.8,17.2
4,Alabama A&M,32,5,27,.156,-19.23,-8.38,,4,14,,4,7,,0,18,,60.6,71.4,,40.5,23.0,56.5,.407,5.69,18.1,.315,8.88,14.2,.627,9.81,32.3,12.0,7.31,1.56,15.2,18.3
5,Alabama-Birmingham,35,20,15,.571,0.36,-1.52,,10,8,,11,5,,6,6,,70.6,67.7,,40.3,25.9,57.2,.452,6.69,19.8,.337,12.1,18.0,.673,10.5,36.5,11.5,6.23,2.34,11.4,16.5
6,Alabama State,31,12,19,.387,-15.60,-7.84,,9,9,,8,3,,3,13,,67.3,72.1,,40.3,23.0,56.9,.404,6.97,21.7,.321,14.4,22.1,.652,11.8,35.3,10.1,6.55,3.29,14.5,18.2
7,Alabama,34,18,16,.529,9.45,9.01,,8,10,,10,6,,4,8,,72.0,71.6,,40.1,25.2,57.2,.440,7.18,21.1,.340,14.5,21.7,.666,11.3,37.8,12.3,4.62,4.71,13.7,16.8
8,Albany (NY),32,12,20,.375,-9.38,-6.70,,7,9,,6,8,,6,10,,67.2,69.3,,40.6,22.8,54.7,.416,8.56,24.7,.347,13.1,17.6,.745,9.19,33.8,12.6,6.09,2.44,14.2,17.7
9,Alcorn State,31,10,21,.323,-22.08,-8.97,,6,12,,10,3,,0,17,,64.4,70.8,,40.2,22.9,55.5,.412,6.81,20.8,.327,11.8,17.5,.674,10.8,34.8,12.6,7.39,3.45,15.9,17.7
10,American,30,15,15,.500,-4.19,-7.23,,9,9,,8,7,,6,8,,72.0,69.0,,40.7,26.0,54.8,.474,6.33,19.5,.325,13.7,19.6,.698,8.37,33.8,13.4,7.37,4.37,12.9,17.3
11,Appalachian State,32,11,21,.344,-3.73,0.10,,6,12,,9,5,,2,12,,79.9,79.3,,40.3,27.5,60.6,.454,9.13,25.4,.359,15.8,22.1,.715,9.69,35.2,12.7,5.34,2.81,13.1,18.3
12,Arizona State NCAA,34,23,11,.676,10.28,6.04,,12,6,,13,3,,6,5,,77.6,73.4,,40.6,26.4,59.2,.447,7.06,21.0,.336,17.6,25.9,.680,11.7,39.7,13.5,6.26,3.21,13.7,19.9
13,Arizona,32,17,15,.531,8.32,6.32,,8,10,,12,5,,4,7,,70.9,68.9,,40.3,24.8,58.2,.427,7.34,21.8,.336,13.9,19.4,.719,10.1,34.8,12.4,5.16,2.28,11.6,18.6
14,Little Rock,31,10,21,.323,-4.87,-2.07,,5,13,,7,9,,3,12,,74.2,75.9,,40.3,26.4,54.4,.484,6.65,18.8,.354,14.9,22.7,.656,7.87,34.2,14.3,5.45,2.81,16.2,20.1
15,Arkansas-Pine Bluff,32,13,19,.406,-14.43,-8.18,,10,8,,8,2,,4,17,,65.9,70.9,,40.6,22.5,52.7,.427,6.06,17.9,.338,14.9,21.9,.678,9.91,33.2,11.4,6.75,3.41,14.9,19.7
16,Arkansas State,32,13,19,.406,-7.10,-1.23,,7,11,,10,4,,2,13,,73.7,77.3,,40.9,24.9,59.5,.418,7.41,22.2,.334,16.6,22.5,.735,12.6,37.8,11.3,5.72,4.34,14.0,21.4
17,Arkansas,34,18,16,.529,11.75,8.78,,8,10,,12,6,,5,8,,75.3,72.3,,40.3,26.3,58.9,.446,7.62,22.1,.345,15.1,22.6,.668,10.1,33.9,16.0,8.12,5.06,13.2,20.4
18,Army,32,13,19,.406,-7.57,-4.73,,8,10,,10,4,,3,13,,70.9,72.0,,40.0,26.2,61.1,.428,8.50,27.0,.315,10.1,14.7,.684,8.09,35.2,15.6,6.19,1.56,11.8,17.0
19,Auburn NCAA,40,30,10,.750,20.84,10.92,,11,7,,15,2,,4,6,,79.7,68.8,,40.4,27.4,61.0,.450,11.3,30.1,.377,13.5,19.0,.711,11.4,34.2,14.3,9.22,4.75,11.7,18.3
20,Austin Peay,33,22,11,.667,0.59,-4.41,,13,5,,10,2,,8,7,,82.2,73.1,,40.5,29.5,62.4,.472,8.12,21.3,.382,15.1,21.4,.706,12.0,36.8,13.8,7.64,3.33,11.9,18.1
21,Ball State,33,16,17,.485,3.39,1.21,,6,12,,7,7,,8,7,,75.1,71.6,,40.6,26.9,57.3,.470,6.12,18.8,.325,15.1,21.5,.702,9.33,37.7,12.9,6.58,3.58,14.5,17.5
22,Baylor NCAA,34,20,14,.588,13.38,9.26,,10,8,,13,5,,5,6,,71.8,67.7,,40.1,25.6,57.8,.442,8.06,23.6,.341,12.6,18.7,.677,13.2,37.7,13.9,6.15,4.68,13.1,18.7
23,Belmont NCAA,33,27,6,.818,9.12,-2.60,,16,2,,13,1,,12,3,,86.9,73.9,,40.3,31.6,63.5,.498,10.4,27.9,.372,13.4,18.1,.737,8.67,38.6,19.5,6.67,3.79,11.4,15.4
24,Bethune-Cookman,31,14,17,.452,-11.98,-9.74,,9,7,,11,4,,3,12,,73.9,72.4,,40.3,26.9,61.3,.439,6.58,20.5,.321,13.5,22.2,.610,13.4,41.1,14.3,7.55,3.48,16.2,19.7
25,Binghamton,33,10,23,.303,-13.92,-4.69,,5,11,,5,11,,5,12,,65.2,72.0,,40.0,24.0,55.8,.431,8.33,23.9,.349,8.82,13.7,.644,7.39,32.1,9.82,5.55,4.61,12.4,14.4
26,Boise State,33,13,20,.394,3.61,1.08,,7,11,,8,7,,3,10,,71.6,68.6,,40.3,25.6,54.6,.469,7.64,21.7,.352,12.8,17.7,.723,7.33,30.8,12.1,6.06,2.06,11.5,17.3
27,Boston College,31,14,17,.452,5.83,7.76,,5,13,,10,8,,2,8,,70.8,72.8,,40.6,24.8,58.3,.425,7.03,22.2,.317,14.3,20.4,.698,10.7,36.7,12.3,5.13,3.32,12.2,16.4
28,Boston University,33,15,18,.455,-6.61,-5.39,,7,11,,7,7,,8,10,,72.3,72.3,,40.2,27.9,58.2,.480,6.70,19.4,.346,9.70,14.2,.684,9.42,33.1,13.5,6.03,2.21,12.9,17.5
29,Bowling Green State,34,22,12,.647,4.24,0.86,,12,6,,14,2,,5,8,,78.5,73.4,,40.3,27.8,62.8,.443,8.00,22.4,.357,14.9,22.2,.670,12.0,41.1,12.6,6.68,2.65,12.1,17.5
30,Bradley NCAA,35,20,15,.571,-0.08,-0.90,,9,9,,10,6,,5,8,,66.5,65.3,,40.1,23.2,53.5,.433,6.86,18.7,.368,13.3,19.2,.692,8.94,34.1,12.1,5.31,3.77,12.6,17.6
31,Brigham Young,32,19,13,.594,6.15,3.31,,11,5,,13,3,,5,8,,79.0,76.1,,40.5,27.4,58.7,.468,7.06,21.4,.330,17.0,23.4,.727,8.22,34.9,15.1,6.34,3.34,11.1,19.5
32,Brown,32,20,12,.625,-0.62,-3.29,,7,7,,13,3,,7,9,,73.6,68.9,,40.3,25.2,56.8,.443,7.97,23.3,.342,15.3,21.4,.715,8.16,36.2,13.1,7.53,3.84,14.3,18.8
33,Bryant,30,10,20,.333,-15.19,-7.66,,7,11,,8,6,,2,13,,69.6,77.1,,40.0,23.6,56.0,.422,7.67,23.6,.325,14.7,20.6,.712,9.50,32.3,10.6,5.27,2.63,12.8,19.2
34,Bucknell,33,21,12,.636,0.59,-2.93,,13,5,,12,3,,7,8,,76.8,73.3,,40.2,26.3,58.4,.450,9.42,26.8,.351,14.8,19.8,.749,8.67,35.0,15.7,5.24,3.52,12.4,19.0
35,Buffalo NCAA,36,32,4,.889,15.56,2.62,,16,2,,14,0,,12,3,,84.4,70.8,,40.1,30.1,65.1,.462,9.56,28.4,.337,14.6,21.3,.687,12.6,40.8,16.6,7.31,3.89,12.0,18.3
36,Butler,33,16,17,.485,9.22,8.10,,7,11,,12,4,,2,10,,71.9,70.8,,40.3,26.1,58.6,.445,8.85,25.1,.353,10.9,14.8,.738,8.73,32.1,13.2,5.85,1.88,10.9,18.0
37,Cal Poly,29,6,23,.207,-13.95,-3.54,,2,14,,4,8,,1,14,,66.6,75.3,,40.9,24.3,59.1,.412,7.76,23.7,.328,10.1,15.6,.648,9.79,33.6,10.4,5.07,3.41,11.5,18.8
38,Cal State Bakersfield,34,18,16,.529,-5.12,-2.63,,7,9,,9,4,,7,10,,70.9,70.9,,40.4,26.1,61.5,.424,6.50,20.1,.324,12.3,18.2,.673,14.3,37.4,11.1,6.41,3.09,12.9,22.0
39,Cal State Fullerton,34,16,18,.471,-3.29,-1.14,,10,6,,9,4,,4,11,,71.7,71.0,,40.7,25.5,56.2,.454,5.50,17.3,.317,15.1,21.4,.708,8.15,36.0,12.0,5.88,3.47,13.2,18.8
40,Cal State Northridge,34,13,21,.382,-6.54,-3.39,,7,9,,7,9,,4,11,,76.5,79.4,,40.4,28.5,61.9,.460,6.88,19.1,.361,12.7,19.9,.638,10.4,35.7,15.1,6.62,4.53,12.1,18.9
41,California Baptist,31,16,15,.516,-3.89,-4.12,,7,9,,8,7,,8,6,,77.5,72.3,,40.6,26.8,60.0,.447,9.26,25.8,.359,14.6,18.6,.788,9.87,37.8,11.1,4.77,2.74,12.2,20.1
42,UC-Davis,31,11,20,.355,-6.26,-1.50,,7,9,,7,6,,3,12,,65.7,68.6,,40.6,23.7,54.0,.439,6.55,20.0,.328,11.8,16.6,.709,7.03,30.0,12.1,6.32,2.29,13.3,19.2
43,UC-Irvine NCAA,37,31,6,.838,5.70,-2.30,,15,1,,12,2,,13,2,,72.3,63.6,,40.5,26.7,58.4,.457,6.81,18.9,.359,12.1,17.3,.702,11.6,39.8,12.9,5.68,4.14,11.9,18.2
44,UC-Riverside,33,10,23,.303,-11.12,-3.19,,4,12,,7,7,,2,14,,65.2,69.1,,40.2,24.0,54.2,.443,8.45,22.5,.376,8.79,12.8,.684,8.67,31.8,12.9,4.97,1.82,12.9,17.0
45,UC-Santa Barbara,32,22,10,.688,-1.62,-5.55,,10,6,,12,3,,7,6,,73.4,66.1,,40.3,25.8,56.8,.454,6.38,18.6,.343,15.5,21.7,.716,11.8,37.6,13.5,4.97,3.31,11.1,17.4
46,University of California,31,8,23,.258,-3.16,5.42,,3,15,,7,9,,1,10,,68.4,77.0,,40.2,23.8,56.0,.426,6.68,19.1,.350,14.1,19.5,.723,8.03,29.0,10.9,7.32,3.19,11.4,18.5
47,Campbell,33,20,13,.606,-3.62,-4.39,,12,4,,12,4,,5,8,,75.6,70.5,,40.2,26.3,57.8,.455,9.48,27.6,.343,13.6,17.9,.759,8.06,31.8,14.6,6.61,3.15,10.2,15.8
48,Canisius,32,15,17,.469,-8.79,-4.85,,11,7,,5,8,,9,5,,70.3,74.3,,40.5,24.9,57.3,.435,8.00,24.7,.324,12.4,18.0,.692,9.38,32.1,14.6,6.38,3.38,12.9,19.6
49,Central Arkansas,33,14,19,.424,-11.37,-4.81,,8,10,,8,5,,5,13,,72.2,75.7,,40.3,24.5,57.7,.426,8.36,23.8,.352,14.8,20.2,.730,9.06,35.3,14.0,6.12,3.64,14.5,18.5
50,Central Connecticut State,31,11,20,.355,-14.02,-6.71,,5,13,,5,7,,5,12,,71.1,76.4,,40.6,24.3,58.7,.414,6.48,19.7,.328,16.0,20.5,.782,10.7,35.7,11.4,5.55,3.55,13.8,19.3
51,Central Florida NCAA,33,24,9,.727,13.37,5.58,,13,5,,15,2,,5,5,,72.3,64.5,,40.2,24.8,53.4,.465,6.94,19.0,.365,15.7,24.2,.649,9.55,36.8,13.3,5.73,4.55,11.9,16.8
52,Central Michigan,35,23,12,.657,2.79,-0.34,,10,8,,13,4,,7,6,,82.7,76.9,,40.7,28.3,62.2,.455,8.71,23.5,.371,17.4,25.9,.671,12.0,37.7,13.3,7.63,3.06,12.1,16.9
53,Charleston Southern,34,18,16,.529,-2.43,-4.19,,9,7,,12,4,,4,11,,75.7,69.7,,40.3,27.2,63.4,.429,9.53,27.8,.343,11.7,17.3,.677,12.0,37.6,14.3,7.74,3.24,13.0,16.8
54,Charlotte,29,8,21,.276,-8.34,-0.89,,5,13,,5,9,,3,9,,61.2,68.7,,40.0,20.6,49.7,.415,6.59,21.2,.311,13.4,18.1,.742,6.86,30.8,9.93,4.76,3.48,14.4,16.9
55,Chattanooga,32,12,20,.375,-7.87,-0.76,,7,11,,8,6,,4,11,,70.9,74.3,,40.2,26.0,58.8,.443,9.06,24.8,.365,9.75,14.3,.683,8.69,34.2,13.1,4.34,2.47,12.8,17.3
56,Chicago State,32,3,29,.094,-24.83,0.67,,0,16,,3,8,,0,19,,61.6,84.7,,40.0,22.4,54.8,.410,4.41,14.7,.299,12.3,18.2,.676,7.88,31.1,11.8,6.03,2.25,16.0,19.5
57,Cincinnati NCAA,35,28,7,.800,14.53,5.50,,14,4,,16,2,,7,4,,71.7,62.7,,40.3,24.9,57.7,.432,6.63,19.2,.345,15.3,21.7,.704,12.6,36.1,13.3,6.11,4.43,10.4,16.1
58,Citadel,30,12,18,.400,-7.94,0.03,,4,14,,8,7,,4,10,,85.1,86.1,,40.3,30.0,67.0,.447,12.3,35.9,.344,12.8,17.4,.736,10.7,36.9,15.4,6.70,3.67,12.9,17.6
59,Clemson,34,20,14,.588,13.85,8.99,,9,9,,14,5,,4,6,,68.8,63.9,,40.0,24.5,54.6,.449,6.38,19.4,.328,13.4,18.3,.732,9.09,35.4,12.1,6.56,4.53,13.2,16.2
60,Cleveland State,31,10,21,.323,-7.96,-1.52,,5,13,,8,9,,2,12,,74.2,78.6,,40.3,25.8,59.2,.436,9.77,26.5,.370,12.9,18.9,.682,9.77,35.3,14.8,5.61,3.13,13.3,17.8
61,Coastal Carolina,34,17,17,.500,-0.50,-1.94,,9,9,,10,4,,6,11,,77.7,74.1,,40.3,26.4,58.4,.453,8.35,22.5,.371,16.4,22.9,.719,11.1,36.9,13.3,6.29,2.29,13.9,20.3
62,Colgate NCAA,35,24,11,.686,1.23,-3.83,,13,5,,15,1,,9,9,,75.7,70.2,,40.4,27.3,57.0,.479,9.14,23.3,.393,11.9,16.1,.742,9.20,35.4,15.5,6.09,3.46,13.0,15.6
63,College of Charleston,33,24,9,.727,2.36,-2.95,,12,6,,13,2,,8,5,,74.3,68.6,,40.3,26.6,55.1,.483,6.88,20.2,.340,14.2,18.6,.764,7.88,32.1,11.7,6.55,2.30,10.5,14.7
64,Colorado State,32,12,20,.375,-0.11,1.41,,7,11,,8,9,,3,8,,74.8,75.2,,40.2,27.1,56.8,.476,8.09,22.6,.359,12.6,18.1,.694,8.00,33.8,14.8,6.22,2.38,11.6,16.3
65,Colorado,36,23,13,.639,9.68,3.60,,10,8,,15,2,,5,9,,73.6,67.5,,40.1,25.7,56.6,.454,6.39,19.8,.323,15.8,21.0,.753,10.1,37.6,13.3,5.03,2.97,13.3,17.1
66,Columbia,28,10,18,.357,-5.18,-2.14,,5,9,,5,7,,4,9,,73.5,73.3,,41.4,27.8,61.4,.452,8.46,23.4,.362,9.50,13.5,.706,9.11,35.2,15.8,7.79,2.79,13.1,19.3
67,Connecticut,33,16,17,.485,6.81,4.32,,6,12,,13,5,,1,8,,73.8,71.3,,40.2,26.5,59.4,.446,7.64,22.2,.344,13.2,19.4,.680,11.5,35.4,12.8,6.06,4.39,12.9,19.5
68,Coppin State,33,8,25,.242,-18.90,-7.11,,7,9,,3,7,,4,16,,64.2,76.0,,40.3,21.5,55.4,.389,7.27,25.5,.285,13.9,20.9,.665,9.52,36.9,9.88,5.12,3.48,16.8,18.8
69,Cornell,31,15,16,.484,-6.12,-2.02,,7,7,,9,4,,6,12,,69.3,71.3,,40.6,24.3,55.0,.442,7.84,23.6,.332,12.8,17.8,.722,6.16,32.7,14.6,5.84,3.45,13.4,15.9
70,Creighton,35,20,15,.571,12.00,8.59,,9,9,,13,6,,4,8,,77.9,73.2,,40.6,28.0,58.4,.479,10.6,27.5,.387,11.3,16.6,.679,8.23,34.2,16.0,6.77,2.63,13.3,16.6
71,Dartmouth,30,11,19,.367,-5.75,-3.00,,2,12,,8,6,,2,12,,72.0,70.5,,40.3,26.4,58.3,.452,8.80,24.0,.366,10.5,14.5,.720,8.20,34.0,14.2,5.27,3.33,12.0,15.6
72,Davidson,34,24,10,.706,6.38,1.96,,14,4,,14,2,,7,5,,70.9,65.6,,40.1,25.1,55.7,.450,9.18,25.9,.354,11.6,15.4,.749,7.76,34.9,14.7,5.15,2.41,11.1,15.9
73,Dayton,33,21,12,.636,9.67,2.91,,13,5,,13,4,,7,4,,72.9,66.2,,40.5,27.3,54.2,.504,6.21,18.7,.332,12.0,17.4,.690,7.91,34.7,16.4,4.97,2.45,12.5,14.0
74,Delaware State,31,6,25,.194,-26.82,-10.13,,2,14,,3,9,,2,15,,63.1,76.5,,40.0,22.4,63.3,.354,7.55,25.5,.297,10.7,15.8,.679,12.2,36.9,10.7,6.90,2.13,14.0,19.0
75,Delaware,33,17,16,.515,-7.91,-4.82,,8,10,,9,7,,7,8,,71.3,72.1,,41.2,25.2,54.8,.459,8.55,22.6,.378,12.4,17.1,.727,7.70,32.8,12.9,4.52,2.36,11.5,15.8
76,Denver,30,8,22,.267,-11.84,-2.97,,3,13,,6,7,,1,14,,69.5,77.3,,40.2,25.2,57.4,.438,7.57,20.7,.365,11.6,15.3,.759,9.17,34.7,11.8,4.73,2.60,13.6,16.9
77,DePaul,36,19,17,.528,6.00,4.05,,7,11,,16,7,,3,9,,78.4,76.4,,40.3,28.0,59.5,.471,6.69,19.5,.343,15.6,21.5,.727,11.0,37.4,14.3,6.31,3.25,13.6,17.5
78,Detroit Mercy,31,11,20,.355,-6.33,-0.36,,8,10,,6,6,,4,14,,73.5,79.5,,40.0,25.3,60.5,.418,9.48,26.6,.356,13.5,18.7,.718,10.8,32.9,10.3,7.68,2.48,11.5,17.0
79,Drake,34,24,10,.706,2.52,-0.66,,12,6,,13,2,,7,6,,75.4,70.2,,40.7,26.7,57.1,.467,8.21,22.7,.361,13.8,18.2,.757,8.21,35.7,15.2,5.29,3.82,13.2,16.7
80,Drexel,32,13,19,.406,-7.02,-2.93,,7,11,,9,7,,3,11,,75.8,77.3,,40.0,27.3,59.4,.460,7.41,20.9,.354,13.8,18.3,.753,9.75,35.2,14.5,4.50,1.94,11.8,16.9
81,Duke NCAA,38,32,6,.842,26.90,11.98,,14,4,,15,2,,7,2,,82.7,67.8,,40.1,30.4,63.6,.478,7.32,23.8,.308,14.5,21.1,.686,13.0,41.2,15.9,9.11,6.76,12.8,15.7
82,Duquesne,32,19,13,.594,0.53,-0.63,,10,8,,14,4,,4,6,,73.5,72.3,,40.5,25.3,59.2,.428,8.47,26.3,.322,14.4,20.7,.694,11.8,35.4,13.8,7.81,4.72,14.1,18.1
83,East Carolina,31,10,21,.323,-5.49,1.31,,3,15,,8,9,,1,11,,67.4,74.2,,40.5,24.2,57.8,.418,5.00,17.6,.284,14.0,20.6,.682,10.2,34.2,12.3,7.23,3.55,13.4,20.1
84,East Tennessee State,34,24,10,.706,5.21,-1.79,,13,5,,13,3,,8,6,,79.6,69.7,,40.4,29.5,60.8,.486,8.06,22.3,.361,12.5,18.6,.670,13.0,39.7,15.7,7.41,3.97,14.2,17.7
85,Eastern Illinois,32,14,18,.438,-11.81,-5.01,,7,11,,7,6,,5,10,,71.8,76.8,,40.9,25.8,59.8,.432,8.50,23.0,.370,11.7,17.0,.688,10.8,35.8,13.6,6.25,3.75,13.3,17.8
86,Eastern Kentucky,31,13,18,.419,-7.40,-2.47,,6,12,,9,5,,3,11,,82.6,83.1,,40.8,29.1,68.5,.424,8.77,26.8,.327,15.7,22.0,.712,11.7,37.6,14.8,10.2,3.26,14.4,21.3
87,Eastern Michigan,32,15,17,.469,0.40,4.43,,9,9,,11,7,,4,10,,68.8,69.2,,40.5,25.6,57.0,.449,5.84,19.8,.295,11.9,18.9,.629,12.5,36.1,11.5,7.41,4.47,13.8,16.5
88,Eastern Washington,34,16,18,.471,-6.77,-4.17,,12,8,,9,4,,4,13,,72.4,74.3,,40.6,25.8,60.0,.429,9.12,26.1,.350,11.7,16.1,.729,8.79,35.1,13.7,5.88,2.97,11.8,18.6
89,Elon,32,11,21,.344,-11.53,-3.56,,7,11,,5,11,,6,7,,70.8,76.4,,40.3,25.4,58.2,.436,10.5,29.5,.355,9.59,13.8,.693,8.28,33.8,14.6,4.22,1.94,12.9,16.8
90,Evansville,32,11,21,.344,-3.84,0.13,,5,13,,9,7,,2,13,,69.8,72.4,,40.5,23.3,55.5,.421,8.25,24.3,.340,14.9,20.6,.721,6.72,34.2,12.3,5.78,2.78,13.0,18.8
91,Fairfield,31,9,22,.290,-10.20,-7.14,,6,12,,5,7,,3,13,,66.8,69.9,,40.0,24.5,56.6,.434,8.35,23.9,.350,9.39,13.5,.693,8.81,31.2,12.9,6.52,2.03,14.1,19.7
92,Fairleigh Dickinson NCAA,35,21,14,.600,-6.09,-7.24,,12,6,,13,4,,7,9,,74.9,71.9,,40.6,26.3,55.4,.475,7.69,19.2,.400,14.5,20.1,.725,9.23,33.0,13.9,7.46,3.77,13.6,16.5
93,Florida A&M,31,12,19,.387,-13.57,-8.09,,9,7,,6,3,,6,14,,62.2,66.4,,40.2,23.2,52.9,.438,5.81,15.8,.368,9.97,16.2,.614,9.29,32.0,11.5,7.29,3.58,16.1,18.7
94,Florida Atlantic,33,17,16,.515,-1.42,-1.76,,8,10,,9,5,,6,9,,70.4,68.0,,40.5,24.5,59.7,.410,8.79,27.1,.324,12.5,16.7,.751,11.1,39.3,12.7,5.58,2.82,14.7,17.4
95,Florida Gulf Coast,32,14,18,.438,-5.11,-1.48,,9,7,,10,4,,4,10,,71.3,73.8,,40.0,25.3,55.8,.453,8.41,22.6,.372,12.3,18.4,.668,8.50,33.3,14.0,6.84,4.16,15.0,16.1
96,Florida International,34,20,14,.588,-4.55,-1.45,,10,8,,12,4,,6,9,,82.3,80.4,,40.0,29.0,65.9,.440,8.21,27.1,.302,16.1,25.1,.640,10.8,35.8,14.4,10.6,4.50,14.0,19.3
97,Florida State NCAA,37,29,8,.784,17.99,10.26,,13,5,,15,1,,6,4,,74.9,67.2,,40.5,25.9,58.7,.442,7.35,22.1,.332,15.6,21.0,.744,11.3,37.6,12.8,7.19,4.35,13.3,19.1
98,Florida NCAA,36,20,16,.556,15.42,11.22,,9,9,,9,6,,5,6,,67.8,63.6,,40.4,23.8,56.0,.425,8.08,24.2,.334,12.1,16.8,.721,10.4,33.4,12.1,7.14,3.64,11.7,17.1
99,Fordham,32,12,20,.375,-5.02,-2.40,,3,15,,9,10,,3,8,,65.9,66.9,,40.5,23.7,59.1,.402,8.63,26.0,.332,9.81,14.4,.680,9.53,33.8,11.3,5.88,3.38,10.8,17.5
100,Fresno State,32,23,9,.719,8.99,0.67,,13,5,,13,4,,7,3,,76.5,67.6,,40.2,26.5,58.3,.454,10.7,28.0,.381,12.9,17.9,.720,9.38,35.5,14.3,7.13,3.47,12.5,18.5
101,Furman,33,25,8,.758,7.46,-1.50,,13,5,,13,3,,11,4,,77.6,66.1,,40.6,28.2,59.5,.474,10.2,28.3,.361,11.0,15.4,.717,9.88,35.5,15.9,8.73,4.15,12.3,14.6
102,Gardner-Webb NCAA,35,23,12,.657,-2.61,-4.43,,11,6,,13,0,,8,9,,77.7,70.5,,40.9,27.3,56.1,.487,8.03,20.5,.391,15.1,21.2,.711,7.74,34.0,14.3,6.80,2.89,11.6,16.0
103,George Mason,33,18,15,.545,0.84,0.08,,11,7,,11,6,,6,6,,70.1,69.4,,40.3,25.0,56.2,.445,6.36,19.3,.330,13.8,19.2,.716,9.79,35.3,12.1,6.18,2.94,13.0,17.1
104,George Washington,33,9,24,.273,-6.65,1.20,,4,14,,6,11,,2,10,,63.5,71.4,,40.6,22.6,55.8,.404,5.94,19.1,.311,12.5,18.2,.685,8.30,33.8,11.4,5.15,2.91,12.5,15.9
105,Georgetown,33,19,14,.576,6.80,5.31,,9,9,,13,6,,5,6,,79.5,78.1,,41.1,27.1,61.1,.443,8.15,22.9,.355,17.2,23.4,.737,10.6,39.4,16.4,6.00,3.97,13.4,17.6
106,Georgia Southern,33,21,12,.636,3.75,0.13,,12,6,,10,4,,7,7,,82.6,75.4,,40.3,30.7,61.5,.499,6.18,19.2,.323,15.1,21.8,.692,9.70,36.1,12.2,7.73,4.00,13.7,17.9
107,Georgia State NCAA,34,24,10,.706,2.44,0.65,,13,5,,13,1,,7,7,,76.4,73.3,,40.0,26.6,57.9,.459,9.71,25.3,.384,13.6,20.4,.666,8.03,32.6,12.2,7.91,4.65,11.5,17.1
108,Georgia Tech,32,14,18,.438,6.93,8.15,,6,12,,11,7,,3,9,,65.3,66.6,,40.2,23.6,53.6,.440,5.50,17.9,.307,12.7,18.4,.689,8.19,33.6,13.5,6.91,5.19,14.3,17.5
109,Georgia,32,11,21,.344,5.31,8.12,,2,16,,8,9,,2,9,,71.1,73.9,,40.0,24.3,55.0,.441,6.56,20.4,.322,16.0,22.7,.705,11.2,38.0,13.2,5.78,5.09,15.8,17.7
110,Gonzaga NCAA,37,33,4,.892,27.79,5.01,,16,0,,17,0,,9,1,,87.6,64.9,,40.0,31.8,60.5,.526,7.76,21.4,.363,16.3,21.4,.761,9.57,39.0,18.1,7.51,5.51,10.6,16.3
111,Grambling,34,17,17,.500,-9.73,-9.34,,10,8,,11,3,,6,12,,71.4,68.7,,40.3,24.5,54.3,.452,6.56,16.3,.403,15.7,23.0,.685,9.03,37.9,12.4,5.68,4.32,15.8,20.6
112,Grand Canyon,34,20,14,.588,3.85,-1.49,,10,6,,12,2,,5,8,,75.3,69.2,,40.3,26.7,59.0,.452,7.56,22.9,.331,14.3,19.6,.731,10.3,36.4,14.1,6.09,2.21,12.1,17.6
113,Green Bay,38,21,17,.553,-2.24,-0.36,,10,8,,15,3,,5,13,,81.3,79.9,,40.4,29.1,63.5,.458,7.97,23.1,.345,15.1,21.5,.703,9.89,37.0,15.2,7.66,4.05,13.2,19.2
114,Hampton,35,18,17,.514,-3.34,-5.06,,9,7,,12,3,,6,12,,81.3,76.3,,40.9,27.6,63.9,.432,8.31,24.1,.345,17.8,22.6,.787,10.4,39.1,13.9,6.14,3.46,10.8,18.5
115,Hartford,33,18,15,.545,-3.95,-4.89,,10,6,,10,4,,8,9,,75.1,72.9,,40.8,25.7,56.4,.455,9.76,25.6,.381,13.9,18.8,.742,8.42,31.8,14.0,6.91,2.09,12.2,16.8
116,Harvard,31,19,12,.613,1.86,0.66,,10,4,,9,2,,8,9,,71.7,70.1,,40.8,25.4,55.2,.460,8.39,23.3,.360,12.5,17.4,.721,9.29,36.1,11.9,5.61,3.97,15.8,17.9
117,Hawaii,31,18,13,.581,-1.30,-3.61,,9,7,,12,5,,4,5,,72.3,68.7,,40.3,25.4,56.3,.451,8.58,24.2,.354,12.9,18.6,.693,8.97,34.0,15.4,5.03,2.13,11.9,17.9
