68  29
32	21	11	8.48	10	8	16	3	4	7	68.3	59.6	40.3	24.3	55	0.442	6.41	19.8	0.323	13.3	17.8	0.749	10.4	33.6	13	7.72	3.41	11.8	17.4
34	23	11	-9	7	7	9	4	7	6	76.9	69.9	40.1	27	60.7	0.445	6.35	19	0.335	16.6	22.3	0.744	12.9	38.4	15	8.5	1.74	14.2	20.3
30	18	12	-6.95	13	5	7	2	8	10	69.2	65.5	40.2	25.4	58	0.437	5.77	18.2	0.317	12.7	19	0.671	12.1	39.5	10.7	5.6	5	14.9	17.8
34	25	9	8.55	12	6	18	0	3	7	71.7	60.3	40.4	25.9	55.2	0.47	5.97	19	0.314	13.9	19.9	0.699	10.6	36.5	13.6	8.18	3.47	13.9	16.2
34	27	7	-0.67	14	4	16	2	7	4	80.7	66.3	40.4	29.7	63.4	0.468	7.97	21	0.379	13.4	18.1	0.738	12.2	38.4	13	9.65	4.26	11.5	16.6
32	25	7	8.79	15	5	14	1	8	4	76.4	64.8	40.8	27.9	62.1	0.45	6.88	19.6	0.351	13.6	18.5	0.736	11.6	37.1	14	7.03	3.31	9.16	16.3
33	28	5	-6.27	17	1	16	0	10	4	74.9	60.3	40.2	27.6	55.9	0.493	8.76	24	0.364	11	14.8	0.747	7.33	35.1	15.2	5.21	2.52	9.7	13.8
33	26	7	9.99	16	4	12	1	8	5	72.6	63.1	40.2	24.6	56.3	0.437	9.3	25.9	0.359	14.1	17.2	0.823	10.2	34.9	12.1	6.24	2.24	10	15.2
35	23	12	5.73	11	9	11	4	7	6	70.7	62.3	40.1	26	55.3	0.471	9	22.9	0.393	9.74	13.1	0.743	8.6	32.2	14.4	5.37	3.2	10.8	14.7
31	24	7	9.72	15	5	12	4	9	2	70.7	66.5	40	25	58.8	0.425	6.61	21.2	0.312	14.1	19	0.742	9.29	34.9	11.1	5.29	2.81	8.55	17
34	21	13	-5.73	15	7	12	3	7	7	75.5	71.1	40	27.5	59.1	0.465	6.32	19.2	0.329	14.2	18.5	0.768	10.5	34.9	13.9	5.76	2.94	12.3	14.4
33	25	8	3.91	13	5	14	1	8	5	73	65.5	40.6	25.2	55.1	0.458	8.15	23.8	0.343	14.3	19.7	0.727	8.27	35.8	11.4	3.97	2	11.1	15.1
29	18	11	-2.07	11	3	10	3	6	6	72.6	69	40.2	25.8	58.1	0.444	6.97	21.1	0.33	14	19	0.737	9	35.9	12	6.24	3.17	12.8	17.6
